"UO - Órgão Superior",,"Função Governo",,"Subfunção Governo",,"Ação Governo",,"JAN/2018","FEV/2018","MAR/2018","JAN/2017","FEV/2017","MAR/2017","ABR/2017","MAI/2017","JUN/2017","JUL/2017","AGO/2017","SET/2017","OUT/2017","NOV/2017","DEZ/2017","JAN/2016","FEV/2016","MAR/2016","ABR/2016","MAI/2016","JUN/2016","JUL/2016","AGO/2016","SET/2016","OUT/2016","NOV/2016","DEZ/2016"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","10L1","ADEQUACAO DE TRECHO RODOVIARIO - RONDONOPOLIS - CUIABA - POS","14.266.138,27","17.878.272,66","19.454.494,79","326.945,46","5.053.753,80","4.963.583,93","2.262.438,11","11.362.906,39","16.701.501,58","24.042.875,06","25.063.850,24","27.535.491,60","5.769.546,78","15.712.008,35","65.821.819,47","49.160.267,48","19.991.314,20","12.450.673,33","0,00","2.616.748,31","15.368.827,50","15.025.685,97","3.143.458,90","10.357.880,54","17.774.031,70","7.097.244,53","34.702.909,70"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","10L3","ADEQUACAO DE TRECHO RODOVIARIO - CAUCAIA - ENTRONCAMENTO ACE","","","","","","","","","","","","","","","547.786,11","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","10L7","CONSTRUCAO DE TRECHO RODOVIARIO - PORTO ALEGRE - ESTEIO - SA","","","","","7.200,00","0,00","0,00","862.949,33","0,00","0,00","0,00","0,00","0,00","0,00","0,00","280.349,01","326.521,74","382.423,26","0,00","0,00","0,00","5.400,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","10M9","ADEQUACAO DE TRECHO RODOVIARIO - TABAI - ESTRELA - NA BR-386","1.928.499,61","2.157.491,59","1.041.814,84","","","","","","852.377,20","368.899,83","2.154.655,47","0,00","4.531.859,24","199.947,40","3.370.116,29","1.261.111,05","67.386,23","1.199.632,88","172.804,46","0,00","4.194.113,14","164.680,10","0,00","796.439,78","0,00","0,00","384.358,49"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","110I","CONSTRUCAO DE TRECHO RODOVIARIO - ALTAMIRA - RUROPOLIS - NA","105.250,33","73.953,33","275.018,92","14.331.390,25","1.105.361,60","3.010.503,15","3.713.497,67","2.566.924,71","629.068,84","1.002.928,50","2.149.525,85","471.827,16","525.381,99","371.142,27","371.107,29","5.723.861,99","3.697.251,07","3.281.767,35","8.600.003,71","9.526.294,05","2.338.271,95","2.665.545,79","118.888,06","1.678.529,55","0,00","1.415.006,24","7.811.702,01"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","110O","CONSTRUCAO DA SEGUNDA PONTE SOBRE O RIO PARANA (BINACIONAL)","","","","885.898,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","","","","","574.075,89","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","110Q","ADEQUACAO DE TRECHO RODOVIARIO - PEDRA BRANCA - DIVISA SE/AL","","1.804.560,74","2.579.765,04","3.925.342,21","357.675,96","782.313,49","84.060,34","1.028.657,93","2.108.587,42","1.596.391,92","2.887.713,54","972.242,53","3.227.962,50","10.796.761,07","6.674.076,90","15.858.305,14","3.228.950,46","5.600.612,91","2.132.385,29","1.530.028,90","874.161,62","1.228.074,48","1.344.178,57","3.069.257,35","2.125.856,34","466.428,21","1.001.674,43"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","110R","ADEQUACAO DE TRECHO RODOVIARIO - DIVISA BA/SE - ENTRONCAMENT","","","","","","","","","","","","","","","","1.060.578,37","124.773,30","0,00","4.903,85","29.776,33","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","111D","CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-163 (CAMP","","","","","","","","","","","","","","","","321.688,99","80.645,83","69.274,24","41.221,12","91.942,10","71.373,93","0,00","188.380,75","(6.111,56)","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","111J","CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO RN-078 - DIV","","","","","","","","","","","2.191.885,02","0,00","0,00","0,00","0,00","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","113K","ADEQUACAO DE PONTE SOBRE RIO JAGUARIBE EM ARACATI - NA BR-30","","205.168,49","1.232.819,81","","","39.965,36","0,00","140.153,32","0,00","0,00","154.608,61","0,00","0,00","0,00","0,00","176.117,17","582.935,09","852.342,11","199.229,32","409.682,12","667.912,15","117.954,93","328.562,49","1.929.355,93","805.923,99","194.262,95","509.146,34"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","113V","CONSTRUCAO DE CONTORNO RODOVIARIO EM MOSSORO - NA BR-304/RN","","","","","","","","","","","","","","","","","62.887,78","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","113Y","CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-364 - ENT","646.923,75","794.060,61","597.052,70","1.029.096,10","1.135.638,07","1.529.397,33","797.016,95","1.604.080,46","561.182,39","345.628,19","1.110.458,62","2.928.100,77","1.549.622,02","1.382.545,20","5.937.725,48","1.863.908,92","5.700.296,42","12.061.532,59","1.615.725,91","2.217.751,99","1.475.222,31","1.327.665,35","1.405.841,24","2.154.576,63","133.168,63","616.210,52","3.129.582,99"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","11VA","CONSTRUCAO DE TRECHO RODOVIARIO - DIVISA PA/MT - RIBEIRAO CA","883.969,92","674.998,05","674.998,05","","","","","","860.869,51","1.162.336,89","284.391,68","372.751,71","3.097.595,94","769.537,09","1.349.996,10","9.539.812,68","1.203.988,89","13.760.085,87","608.135,98","555.592,32","437.942,57","0,00","0,00","282.454,41","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","11ZC","ADEQUACAO DE TRAVESSIA URBANA EM UBERABA - NA BR-262/MG","","","","","","","","","","","","","","","","","","","7.500.000,00","7.500.000,00","0,00","116.940,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1208","ADEQUACAO DE TRECHO RODOVIARIO - PALHOCA - DIVISA SC/RS - NA","229.609,00","272.809,72","179.004,71","","805.773,65","201.430,28","0,00","404.918,04","455.186,99","0,00","3.351.378,70","0,00","2.510.323,79","1.512.979,10","1.010.951,47","8.350.722,49","5.065.089,40","9.140.890,61","7.150.882,61","3.289.605,41","4.952.065,02","4.467.338,82","1.711.863,40","3.186.409,61","116.751,32","1.505.491,30","1.137.164,32"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1214","ADEQUACAO DE TRECHO RODOVIARIO - RIO GRANDE - PELOTAS - NA B","1.257.166,65","1.417.654,27","2.050.764,75","801.319,30","831.132,87","589.636,58","727.234,43","1.934.794,13","620.824,79","137.689,86","2.918.234,98","242.664,49","1.501.124,01","2.457.209,39","2.741.732,82","5.115.299,00","2.296.505,43","8.718.110,15","1.737.845,66","3.260.864,45","2.131.750,26","1.833.546,03","1.851.493,12","786.560,51","1.235.574,21","528.733,65","11.231.624,07"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","123U","ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-116 (P/GUA","596.616,47","1.084.564,79","2.641.865,88","6.100.359,26","3.938.644,56","3.274.218,52","1.881.274,23","2.315.906,71","646.991,39","0,00","371.168,18","919.291,59","5.883,68","2.628.668,49","3.246.042,58","1.972.782,14","372.073,24","370.671,08","758.774,28","541.293,23","314.209,38","158.317,41","473.335,75","161.625,78","171.726,13","6.986.080,85","12.638.202,57"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1248","CONSTRUCAO DE TRECHO RODOVIARIO - MANAUS - DIVISA AM/RO - NA","","","","","","","7.071,13","0,00","0,00","0,00","81.547,24","0,00","0,00","0,00","0,00","238.839,81","122.671,21","334.374,57","143.950,11","60.190,46","38.359,02","28.226,57","42.305,79","3.373,60","3.940,65","1.882,72","6.392,66"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","126R","CONSTRUCAO DE PONTE INTERNACIONAL SOBRE O RIO OIAPOQUE (FRON","","619.891,21","882.750,73","","1.775.634,73","0,00","679.709,27","619.054,40","624.853,65","1.105.745,94","758.102,53","1.311.117,77","1.298.918,03","0,00","2.309.384,61","","","","","","","","","","","","3.526.050,52"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","127H","ADEQUACAO DE TRECHO RODOVIARIO - ESTIVA - ENTRONCAMENTO BR-4","","","","","13.344.064,21","1.941.482,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","9.260.288,21","1.267.164,00","815.779,56","99.098,59","654.043,82","3.633.803,74","721.478,04","2.665.038,76","0,00","6.551.291,90","7.890.831,34","12.636.939,34"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","128W","CONSTRUCAO DE TRECHO RODOVIARIO - CAMPO MOURAO - PALMITAL -","","","","","","","","","","","","","","","","","","121.490,57","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","12IX","ADEQUACAO DE TRAVESSIA URBANA EM LUIS EDUARDO MAGALHAES - NA","","","","","","","","","","","","","","","","493.706,64","0,00","0,00","0,00","86.426,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","12JG","CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BA-460 - DIV","","","","383.779,38","282.689,16","5.483.948,64","317.380,70","1.822.518,21","3.835.962,19","2.188.905,65","1.256.739,26","222.031,14","511.317,57","0,00","70.203,45","4.591.374,57","15.521.376,23","2.367.391,34","1.509.142,16","171.866,10","316.095,79","184.204,13","417.000,97","1.560.725,56","0,00","10.012.708,15","9.608.773,72"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","12JL","ADEQUACAO DE TRECHO RODOVIARIO - CASCAVEL - GUAIRA - NA BR-1","44.835,79","1.630.425,42","1.867.431,80","","2.333.720,73","196.780,55","0,00","1.159.551,75","1.197.435,99","1.248.201,15","1.287.159,37","35.577,94","0,00","0,00","213.225,40","841.547,64","189.035,63","2.048.319,64","547.479,49","5.120.322,77","6.360.556,11","627.356,57","2.049.100,27","2.892.085,73","95.531,00","5.524.047,84","12.020.037,73"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","12JP","APOIO A CONSTRUCAO DO RODOANEL - TRECHO NORTE/SP","","580.471,09","1.141.462,42","575.743,89","575.727,56","560.598,85","561.356,00","584.116,55","583.775,68","584.270,11","87.914.322,77","584.310,15","581.573,31","583.194,67","68.509.277,79","1.644.649,74","548.219,41","1.645.134,61","548.267,05","548.322,62","1.111.424,35","563.085,18","130.014.811,38","1.120.819,20","560.401,44","560.385,14","31.560.375,34"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","12JT","ADEQUACAO DE TRECHO RODOVIARIO - AREIA BRANCA - DIVISA RN/PB","","","","","","","","","","","","","","","","","241.549,78","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","12JU","ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO ACESSO AO POR","","","","0,00","13.910,00","0,00","1.870,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3.800.475,90","535.710,38","393.617,51","169.986,44","40.671,15","1.150.516,99","1.698.665,06","1.026.935,43","0,00","13.010,00","0,00","1.654.541,91"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","12JV","CONSTRUCAO DE CONTORNO RODOVIARIO EM ANAPOLIS - NA BR-153/GO","","","","","","","","","","","","","","","","16.085,63","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","12KF","ADEQUACAO DE TRECHO RODOVIARIO - SAO MIGUEL DO OESTE - DIVIS","","477.638,37","622.361,63","81.298,11","1.206.278,32","1.900.299,47","444.562,02","1.460.306,73","1.076.573,74","718.524,24","382.160,98","2.708.480,00","1.380.211,56","373.231,89","1.316.467,12","405.285,86","381.654,09","374.345,60","157.150,20","646.709,94","1.054.869,22","417.988,13","1.033.029,61","473.311,64","53.064,66","475.043,49","3.010.531,18"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","12KG","ADEQUACAO DE TRAVESSIA URBANA EM SANTA MARIA - NA BR-158/287","5.326.349,24","660.565,32","7.011.904,86","8.770.802,58","484.661,09","6.197.456,37","7.532.528,33","11.921.287,49","3.673.346,23","0,00","11.282.702,00","1.846.988,00","13.622.466,24","3.385.917,31","13.542.616,28","6.266.039,18","2.298.382,13","17.982.678,23","3.815.102,48","3.102.941,60","3.879.290,02","11.684.277,94","9.066.830,78","5.540.123,83","0,00","14.134.684,81","7.959.972,37"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","12MK","CONSTRUCAO DE CONTORNO RODOVIARIO EM CAMPINA GRANDE - NA BR-","","","","","","","","","","","","","","","","193.214,82","88.812,01","275.958,53","94.124,34","0,00","0,00","177.452,60","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1304","ADEQUACAO DE TRECHO RODOVIARIO - DIVISA MG/SP - DIVISA MG/GO","","","","","","","","","","","","","4.927,03","0,00","0,00","7.649.719,39","38.822,27","0,00","0,00","0,00","3.230.527,87","54.478,03","0,00","0,00","0,00","21.210,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1310","ADEQUACAO DE TRECHO RODOVIARIO - APARECIDA DE GOIANIA - ITUM","","","39.929,98","","","","","","","","","","","","","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","13NC","ADEQUACAO DE TRECHO RODOVIARIO - FLORIANOPOLIS - PARAISO - N","","","","","","536.933,72","104.214,44","298.223,50","0,00","0,00","0,00","0,00","605.811,50","0,00","0,00","676.211,55","532.651,62","5.873.950,30","0,00","0,00","0,00","215.384,49","642.484,31","0,00","0,00","0,00","801.665,34"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","13SL","CONSTRUCAO DE TRECHO RODOVIARIO - DIVISA PE/AL (INAJA) - ENT","","815.371,92","2.682.617,41","93.654,01","1.167.586,85","2.668.299,80","3.097.408,97","3.209.526,65","5.796.246,39","4.917.426,12","312.822,12","6.069.548,82","3.734.540,47","5.792.957,92","19.321.695,20","","","","","","","","","","","66.867,44","2.788.321,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","13X5","ADEQUACAO DE TRAVESSIA URBANA EM IMPERATRIZ - NA BR-010/MA","5.315.158,35","3.426.871,74","450.299,43","","103.594,13","121.940,97","309.468,20","1.304.190,47","1.513.037,21","0,00","506.806,62","165.723,42","508.930,08","576.285,46","452.400,08","538.834,84","437.832,52","0,00","0,00","0,00","317.802,56","816.871,95","0,00","205.566,56","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","13X7","ADEQUACAO DE TRECHO RODOVIARIO - DIVISA PE/BA (IBO) - FEIRA","7.020.403,74","1.999.646,69","10.518.245,76","3.509.483,72","0,00","0,00","118.575,24","2.457.055,30","1.701.776,97","0,00","3.240.701,82","0,00","1.062.288,28","4.219.704,53","4.214.500,72","1.668.283,87","363.375,02","3.457.363,84","2.583.906,39","4.014.610,65","2.623.820,17","468.664,36","257.670,81","2.555.562,68","45.372,31","970.699,18","949.699,94"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","13XJ","ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-494/MG-423","","","","","","","","","","","","","","","","30.726,64","2.219.543,79","1.256.587,28","116.940,00","0,00","57.950,00","(116.940,00)","0,00","0,00","0,00","921,10","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","13XW","ADEQUACAO DE TRAVESSIA URBANA EM LAGES - NA BR-282/SC","","","","","","","","","","","","","","","","3.259.469,60","0,00","0,00","0,00","0,00","57.172,05","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1422","CONSTRUCAO DE TRECHO RODOVIARIO - SENA MADUREIRA - CRUZEIRO","","9.463.149,93","0,00","","","","","","","","","","","","","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1490","CONSTRUCAO DE TRECHO RODOVIARIO - DIVISA MT/PA - SANTAREM -","1.355.066,40","7.223.640,26","2.594.123,61","5.371.492,68","4.020.928,71","1.347.755,88","2.410.971,03","1.894.320,22","2.712.504,47","1.904.980,19","891.020,64","12.150.121,26","13.006.215,49","18.266.494,57","55.322.168,07","47.815.488,60","31.771.409,72","31.178.998,26","4.713.545,01","4.310.455,56","5.402.310,77","5.892.861,52","4.288.393,57","7.436.850,87","13.283.583,63","15.873.376,65","8.201.153,72"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","14LV","ADEQUACAO DE TRAVESSIA URBANA EM JUAZEIRO - NAS BRS 235/407/","","","","","10.650,69","173.452,61","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","208.955,70","57.810,62","80.869,40","302.524,99","100.909,88","640.316,53","174.996,65","424.457,35","666.563,80","4.654.130,71","4.666.732,37","2.263.380,71"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","14PC","CONSTRUCAO DA SEGUNDA PONTE SOBRE O RIO GUAIBA E ACESSOS - N","","5.267.367,39","11.939.696,56","11.715.286,53","10.721.187,94","11.466.384,34","315.901,48","13.127.453,22","10.253.239,34","0,00","355.067,63","401.674,15","401.674,15","45.427.414,01","18.188.183,58","26.638.990,50","41.613.223,18","21.547.553,58","15.542.024,58","6.394.571,14","46.093.048,36","11.212.193,78","1.834.236,97","1.117.085,35","0,00","13.229.965,16","21.992.505,43"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","14X1","CONSTRUCAO DE VIADUTO RODOVIARIO EM MACEIO (VIADUTO PRF) - N","","","","","","","","","","","","","","","46.183.897,12","","","","","","","17.606.738,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1558","ADEQUACAO DE TRECHO RODOVIARIO - FORTALEZA - PACAJUS - NA BR","","","","1.063.841,70","507.291,30","70.598,81","0,00","0,00","373.367,38","59.178,28","55.776,72","0,00","48.737,63","46.008,49","0,00","","","","","854.189,65","561.592,19","1.198.428,71","969.684,16","915.203,81","1.028.818,25","70.598,81","596.439,25"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","15CE","ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO TO-080 (PARAI","","","","","","","","","","","","","","","","","26.843,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1A36","CODIGO INEXISTENTE NO SIAFI","","","","","190.359,47","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1C09","CONSTRUCAO DE TRECHO RODOVIARIO - SAO DESIDERIO - DIVISA BA/","119.792,89","2.214.725,15","8.151.353,62","","1.500.928,05","0,00","738.984,58","2.009.478,98","2.558.739,46","2.877.563,90","4.973.360,32","152.973,29","10.887.869,12","4.983.383,88","19.223.467,60","152.022,13","18.445,42","127.356,56","0,00","0,00","126.781,36","1.087.176,33","191.281,35","262.402,79","94.987,91","0,00","898.409,49"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1D02","CONSTRUCAO DE PONTE SOBRE O RIO MADEIRA, NO DISTRITO DE ABUN","","161.717,95","8.413.198,85","625.066,23","959.697,21","150.792,69","3.579.527,93","1.892.221,12","794.678,11","180.858,87","559.624,48","2.856.235,36","4.835.579,13","420.971,74","9.976.331,57","5.874.191,77","2.186.821,35","6.977.266,11","3.833.836,39","2.394.898,50","4.685.232,18","3.440.819,17","3.265.992,65","2.725.349,95","1.407.248,01","706.025,03","1.148.065,29"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1K23","ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-050 - ENTR","264.785,60","41.372,74","100.606,74","39.742,34","618.545,59","39.742,34","332.843,45","208.509,43","535.656,61","301.855,83","832.255,29","0,00","1.751.388,85","1.705.690,58","912.307,60","383.298,51","1.185.763,78","222.416,60","5.300,00","0,00","0,00","0,00","0,00","0,00","0,00","107.304,33","1.039.474,57"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","1K53","REALIZACAO DE OBRAS COMPLEMENTARES NO TRECHO RODOVIARIO - EN","","48.227,82","44.976,63","","","","","","","","","","","","99.706,83","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","2036","CONTROLE DE VELOCIDADE NA MALHA RODOVIARIA FEDERAL","13.777.791,54","34.359.896,07","25.868.644,89","23.838.747,14","29.364.594,01","10.478.803,33","722.864,96","14.553.007,15","5.417.878,32","8.434.433,82","15.176.625,32","28.397.884,81","22.809.198,11","16.931.737,53","26.796.270,76","25.593.105,91","24.265.315,23","52.096.109,68","32.911.664,96","30.805.121,27","43.307.115,92","46.193.356,70","26.537.266,87","13.443.166,59","16.130.430,94","17.913.235,31","32.964.661,42"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","204K","MANUTENCAO DE TRECHOS RODOVIARIOS - NA BR-135 - NO ESTADO DE","","","","","","","","","","","","","","","","","","","","","","","","","","207,65","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","207B","MANUTENCAO DE TRECHOS RODOVIARIOS - NA BR-210 - NO ESTADO DE","","","","","","6.576.108,34","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.282.540,28","","","","","","","","","","","","11.316.600,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","207L","MANUTENCAO DE TRECHOS RODOVIARIOS - NA BR-376 - NO ESTADO DO","","","","","","","","","","","","","","","","","","","","","","","","","","32,36","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","20DD","MANUTENCAO DE TRECHOS RODOVIARIOS - NO ESTADO DE GOIAS","","","","","","","","","","","","","","","","76.067,70","29.208,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","20DR","MANUTENCAO DE TRECHOS RODOVIARIOS - NO ESTADO DE RONDONIA","","","","","","","","","","","","","","","","2.291.303,14","4.256.804,96","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
