"UO - Órgão Superior",,"Função Governo",,"Subfunção Governo",,"Ação Governo",,"JAN/2018","FEV/2018","MAR/2018","JAN/2017","FEV/2017","MAR/2017","ABR/2017","MAI/2017","JUN/2017","JUL/2017","AGO/2017","SET/2017","OUT/2017","NOV/2017","DEZ/2017","JAN/2016","FEV/2016","MAR/2016","ABR/2016","MAI/2016","JUN/2016","JUL/2016","AGO/2016","SET/2016","OUT/2016","NOV/2016","DEZ/2016"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7M95","ADEQUACAO DE ANEL RODOVIARIO EM BELO HORIZONTE - NAS BRS 040","","","","12.130,00","12.130,00","11.230,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","","","","","","","3.298.377,00","0,00","0,00","0,00","3.261.987,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7N22","CONSTRUCAO DE TRECHO RODOVIARIO - DIVISA BA/PI - DIVISA PI/M","","","348.974,14","262.322,00","0,00","0,00","0,00","0,00","313.325,86","75.998,40","477.645,76","184.807,55","207.601,99","237.139,98","135.605,07","","","93.172,65","0,00","0,00","0,00","0,00","585.258,36","0,00","0,00","1.756.625,00","284.247,28"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7N85","CONSTRUCAO DE TRECHO RODOVIARIO - TIMBE DO SUL - DIVISA SC/R","159.847,11","2.755.969,19","2.033.424,68","1.187.777,44","430.725,27","9.673.228,34","1.461.058,51","5.017.033,99","3.494.620,86","1.076.333,05","5.784.102,95","642.541,05","4.339.136,29","3.965.151,01","11.602.086,11","7.675,21","0,00","0,00","175.143,98","88.919,76","177.839,52","88.919,76","88.919,76","88.919,76","88.919,76","0,00","267.950,42"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7S57","CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-163 (RIO","","111.664,58","55.832,29","","","","","","","","","","","","","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7S59","CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-364 - ENT","","0,00","90.300,00","","","","75.970,00","0,00","0,00","17.490,00","0,00","0,00","0,00","0,00","0,00","7.639.166,82","560.503,94","3.607.208,97","1.252.938,79","0,00","176.047,89","179.403,71","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7S62","CONSTRUCAO DE TRECHO RODOVIARIO - VISEU - BRAGANCA - NA BR-3","2.474.429,73","556.849,25","2.563.743,22","","","1.498.132,99","41.850,25","150.781,05","869.862,02","0,00","526.512,52","0,00","169.966,60","1.059.184,75","2.303.063,04","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7S66","ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-476 - DIVI","","","","","","","152.900,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7.500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7S73","ADEQUACAO DE TRECHO RODOVIARIO - ACESSO A ONDA VERDE - ENTRO","","","","2.015.095,10","1.732.661,68","709.919,83","1.173.816,59","738.448,54","621.528,42","7.592.341,61","1.260.690,63","0,00","0,00","0,00","0,00","319.691,66","256.598,16","192.622,62","257.326,33","0,00","110.420,95","2.408.238,48","240.135,45","567.946,72","101.446,43","513.507,07","616.029,48"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7S75","ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-226 - ENTR","1.550.908,82","1.447.166,51","2.974.900,99","203.628,71","2.064.981,29","3.783.004,82","122.556,00","1.381.965,17","1.835.317,70","321.220,76","1.614.295,79","356.819,67","944.102,36","350.583,80","2.611.452,52","792.318,32","23.616,19","152.557,23","340.955,32","1.200.050,59","2.165.972,80","2.219.886,34","2.929.994,34","1.887.859,27","2.101.590,58","3.954.290,09","6.591.865,02"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7S80","CONSTRUCAO DE CONTORNO RODOVIARIO EM BARRA DO GARCAS - NA BR","","8.423.145,17","5.121.400,27","","","","","","","","","7.451.920,45","2.933.709,28","4.076.477,70","17.126.969,76","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7S88","CONSTRUCAO DE VIADUTO RODOVIARIO EM NATAL - NAS BRS 101/406/","15.835,87","0,00","0,00","68.458,83","196.252,65","322.981,33","372.743,38","71.721,43","336.173,63","13.428,39","13.428,39","0,00","13.428,39","0,00","0,00","","","","34.779,33","0,00","0,00","0,00","0,00","0,00","0,00","155.217,58","68.063,11"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7T97","CONSTRUCAO DE TRECHO RODOVIARIO - CASTANHEIRA - COLNIZA - NA","","","","","","","","","5.000.000,00","0,00","0,00","0,00","0,00","0,00","0,00","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7T98","ADEQUACAO DE TRECHO RODOVIARIO - KM 0 (CABEDELO) - KM 28 (OI","3.067.552,30","1.179.441,43","930.155,39","","","","","","","","5.072.205,00","710.993,33","829.132,91","1.773.426,30","4.524.151,92","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7U06","CONSTRUCAO DE ACESSO RODOVIARIO AO TERMINAL PORTUARIO DE CAP","","224.731,47","3.658.622,22","675.438,57","0,00","38.659,14","0,00","0,00","0,00","0,00","3.659.191,21","1.552.465,93","25.620,89","698.865,75","71.827,17","","","","","","99.524,93","0,00","77.507,28","38.753,64","0,00","25.533,74","57.336,99"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7U21","CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO CE-040 - PON","","","","","","","","","","","","","","","","","","","","","13.300.000,00","0,00","0,00","0,00","0,00","0,00","29.900.000,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7U22","ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-277 (ACESS","33.513.485,97","171.793,67","40.022.011,49","9.271.597,85","7.623.393,11","15.110.397,51","323.372,85","11.779.374,39","21.540.763,45","19.830.003,84","20.634.472,19","422.291,19","19.853.480,71","3.805.111,63","3.034.811,67","","65.086,49","3.309.008,83","63.775,52","1.062.378,46","4.597.355,71","14.269.861,97","21.190.191,29","0,00","14.370.452,47","19.519.658,71","42.407.085,53"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7U27","ADEQUACAO DE ACESSO RODOVIARIO AO PORTO DE PECEM (CE-155) -","","","","","","","","","","","13.760.000,00","0,00","0,00","0,00","0,00","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7V00","CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-316 (INIC","","898.501,89","472.720,67","","","423.953,43","0,00","474.201,90","650.318,03","0,00","1.753.612,43","440.484,65","521.055,23","0,00","503.622,14","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7W01","ADEQUACAO DE TRECHO RODOVIARIO - JOACABA - SAO MIGUEL DO OES","1.261.283,77","0,00","9.585.321,05","","","","","","","","","1.763.014,19","8.887.614,75","0,00","8.435.735,03","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7W04","CONSTRUCAO DE TRECHO RODOVIARIO - KM 0 (DIVISA PI/MA) - KM 1","","","","","","","","","","","","","","","1.687.685,29","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7W67","CONSTRUCAO DO VIADUTO DO GANCHO NOS MUNICIPIOS DE NATAL E SA","","","274.754,79","","1.282.800,00","0,00","0,00","0,00","19.921,77","297.892,75","109.538,25","1.561.797,32","891.359,24","1.438.104,94","208.853,99","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7W70","CONSTRUCAO DE VIADUTO RODOVIARIO NOS MUNICIPIOS DE NATAL E P","10.680.898,58","524.187,77","13.128.084,15","6.665.758,68","11.301.331,68","3.822.659,90","506.084,74","2.635.888,94","2.257.384,54","2.637.323,71","4.223.305,13","268.326,06","9.285.487,45","6.144.522,80","6.129.828,10","","","","","","","","1.233.906,78","923.682,17","0,00","5.588.307,89","5.013.376,63"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7W84","ADEQUACAO DE TRECHO RODOVIARIO - TRECHO ESTIVA - ENTRONCAMEN","484.447,47","6.764.964,02","6.785.070,72","405.173,82","213.209,12","11.246.593,63","0,00","288.730,24","213.209,12","160.653,94","110.245,80","1.408.464,35","4.801.923,07","743.676,73","21.652.532,74","","","","","","","","24.363,67","140.143,00","0,00","190.753,89","198.644,06"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7X47","ADEQUACAO DE TRECHO RODOVIARIO - DIVISA GO/MT (BARRA DO GARC","61.746,51","0,00","280.326,47","","","","","","","","","","","","20.000.000,00","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7X52","ADEQUACAO DE TRECHO RODOVIARIO - PORTO ALEGRE - PANTANO GRAN","505.189,12","70.228,28","644.435,92","","","","","","","","","","354.386,56","759.471,67","1.645.225,21","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7X54","CONSTRUCAO DE TRECHO RODOVIARIO - KM 72,0 - KM 115,9 - NA BR","","1.697.340,55","0,00","","","","","","","","","","","","8.506.298,91","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7X55","CONSTRUCAO DE TRECHO RODOVIARIO - KM 36,9 - KM 72,1 - NA BR-","","4.499.635,54","6.530.886,95","","","","","","","","","","","","3.483.300,32","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7X56","ADEQUACAO DE TRECHO RODOVIARIO - KM 54,3 - KM 72,1 - NA BR-1","","1.929.726,19","2.036.941,40","","","","","308.574,48","859.641,44","506.178,94","3.303.238,72","453.917,85","9.215.170,07","463.233,33","13.586.545,86","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7X58","ADEQUACAO DE TRECHO RODOVIARIO - NAVEGANTES - INDAIAL - NA B","3.539.504,58","2.510.407,94","4.114.991,28","","","","","","","","","","","","6.376.121,42","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","782","TRANSPORTE RODOVIARIO","7X65","ADEQUACAO DE TRECHO RODOVIARIO - DIVISA PI/MA (TIMON) - ENTR","","152.042,11","320.464,29","","","","","","","","","114.063,92","167.646,89","146.963,86","434.243,22","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","10MK","DESAPROPRIACAO DE AREA PARA CONSTRUCAO DA FERROVIA TRANSNORD","","","","","7.411,51","4.575,00","0,00","0,00","0,00","0,00","0,00","0,00","1.519,76","2.860,00","0,00","2.035,89","2.460,00","0,00","4.710,43","1.338,27","6.270,00","0,00","4.700,00","0,00","319.182,27","0,00","904.215,35"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","116E","CONSTRUCAO DA FERROVIA NORTE-SUL - ANAPOLIS/GO - URUACU/GO -","89,45","444,63","867,63","4.561,64","6.012,41","2.814.399,15","199.426,02","2.475.420,67","510,22","3.037,90","763.442,04","1.058,75","5.367,18","5.981,42","621,36","379.463,18","22.549,35","1.836.631,37","527.578,26","28.669,78","4.115.298,66","1.533.045,51","4.572.526,65","2.413.806,31","1.334.198,56","120.062,63","6.458,78"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","116X","CONSTRUCAO DA FERROVIA NORTE-SUL - PALMAS/TO - URUACU/GO - E","","","","","666.211,01","2.095.769,66","638.864,74","502.617,08","0,00","53.708,19","6.064,67","710,73","4.378,26","41.474,29","5.752,28","3.343.733,14","4.844.055,59","12.550.020,26","19.792.110,51","1.570.206,96","3.641.263,41","1.777.913,15","834.668,43","27.614,15","630.331,56","522.611,96","2.216.775,04"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","11H1","ADEQUACAO DE RAMAL FERROVIARIO EM BARRA MANSA - NA EF-222/RJ","","3.909.294,09","0,00","","255.350,45","559.999,45","253.115,49","0,00","0,00","802.404,03","269.012,67","259.925,65","278.293,51","231.965,73","499.542,47","768.664,38","245.641,39","490.018,81","0,00","0,00","480.688,02","989.792,59","291.892,41","247.320,12","318.966,28","318.966,28","659.171,43"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","11ZD","CONSTRUCAO DA FERROVIA NORTE-SUL - OUROESTE/SP - ESTRELA D?O","4.733,97","1.411.227,76","1.022.750,54","561.595,31","496.435,24","929.948,75","1.428.565,78","1.596.110,26","1.647.290,59","5.202.137,18","3.566.896,27","2.527.037,37","196.519,20","609.921,86","7.094.457,05","13.094.819,11","2.608.692,47","1.869.535,85","3.545.994,92","782.095,65","2.256.554,49","2.414.510,80","2.174.054,75","4.086.512,92","4.302.491,93","3.111.231,51","2.632.470,33"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","11ZE","CONSTRUCAO DA FERROVIA DE INTEGRACAO OESTE-LESTE - ILHEUS/BA","4.200.443,07","4.395.221,00","6.829.140,48","1.749.366,13","8.287.463,56","11.141.585,12","9.679.428,50","4.160.741,22","14.856.081,76","5.386.692,80","8.792.068,36","10.688.476,99","11.594.080,70","18.314.572,55","18.231.187,29","34.948.143,66","94.343.700,21","9.908.894,63","24.684.482,70","2.406.604,67","8.431.045,48","2.763.340,06","8.316.420,33","5.294.506,18","10.479.685,37","12.903.237,84","39.684.829,36"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","11ZH","CONSTRUCAO DA FERROVIA NORTE-SUL - OUROVERDE DE GOIAS/GO - S","5.564.198,02","15.066.979,19","10.772.029,13","1.906.187,73","6.395.215,23","15.446.792,66","6.747.933,92","11.065.397,21","8.114.656,90","12.097.608,46","20.566.852,35","16.925.601,02","9.085.737,55","16.028.154,99","36.780.843,63","8.615.187,76","17.322.372,82","21.789.023,94","21.583.550,22","25.461.273,17","27.596.588,12","14.678.296,15","20.410.824,07","40.667.917,58","28.970.802,18","20.245.085,04","23.346.350,25"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","11ZI","CONSTRUCAO DA FERROVIA NORTE-SUL - SANTA VITORIA/MG - ITURAM","131.666,18","291.444,10","2.077.087,29","1.119.684,14","5.507.500,90","6.582.435,87","5.488.967,79","2.809.700,81","2.416.472,94","981.738,10","762.793,29","721.657,55","488.785,74","550.070,68","1.544.207,18","15.769.218,51","1.704.780,24","3.437.269,40","6.794.846,32","6.137.121,26","10.724.591,90","10.416.025,89","4.289.465,80","5.007.568,28","1.996.510,21","18.049.125,94","13.744.765,13"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","11ZT","FERROVIA TRANSNORDESTINA - PARTICIPACAO DA UNIAO - EF-232","","","","","","","","","","","","","","","","","","","50.000.000,00","90.000.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","124G","CONSTRUCAO DA FERROVIA DE INTEGRACAO OESTE-LESTE - CAETITE/B","3.797.047,67","5.953.444,47","9.627.618,86","1.137.854,69","16.621.485,62","21.372.430,85","19.240.353,55","22.161.024,36","16.005.067,80","12.595.141,83","16.772.360,47","22.253.689,89","14.778.843,94","16.653.400,87","24.466.344,25","17.431.330,23","18.314.409,13","9.056.187,78","39.585.425,71","17.491.684,86","17.379.689,84","16.260.957,81","18.801.459,81","18.562.751,29","18.971.246,68","19.403.446,82","39.519.676,09"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","1276","CONSTRUCAO DE CONTORNO FERROVIARIO EM SAO FRANCISCO DO SUL -","","","","","","","","","","","","","","","","","","","","","1.800.103,27","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","14TL","ADEQUACAO DE LINHA FERREA EM JUIZ DE FORA - EF-040/MG","","","","","","","","","","","","","","3.000.000,00","13.000.000,00","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","1D69","CONSTRUCAO DE CONTORNO E PATIO FERROVIARIO DE TUTOIA EM ARAR","","","","","","","","","","","","","","247.493,25","0,00","98.249,15","35.390,44","71.633,12","98.710,25","0,00","87.246,70","0,00","43.722,80","44.522,75","45.499,57","44.536,25","2.881,40"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","20LJ","MANUTENCAO E OPERACAO DA MALHA FERROVIARIA FEDERAL","1.447.013,63","3.577.575,31","1.680.762,49","362.053,59","0,00","1.078.234,86","1.336.460,69","4.863.183,65","3.694.600,35","2.925.582,66","3.753.510,01","3.310.634,95","3.208.978,40","2.455.776,53","4.451.529,99","","936.058,97","37.047,09","467.928,82","217.449,92","138.989,31","1.462.898,99","2.016,40","1.469.681,66","986.617,24","1.254.816,63","3.315.420,99"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","5E83","CONSTRUCAO DA FERROVIA NORTE-SUL - AGUIARNOPOLIS/TO - PALMAS","4.160,85","12.504,83","1.661,57","","5.321,96","105.422,90","2.542,05","1.927,13","0,00","6.605,50","37.153,53","768,60","2.225,96","2.662,75","35.168,38","","240,10","0,00","0,00","492,00","378,00","13,00","0,00","41.749,30","65.395,03","10.438,30","7.097,43"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","7V06","ADEQUACAO DE LINHA FERREA EM ROLANDIA - NA EF-369/PR","","","","","","","","","","","","","","","2.263.335,83","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","7W69","CONSTRUCAO DE PASSAGEM INFERIOR SOB A LINHA FERREA - AVARE -","","867.980,22","604.352,79","","","","","","","","","","","219.369,21","1.285.894,45","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","783","TRANSPORTE FERROVIARIO","7X30","ADEQUACAO DE RAMAL FERROVIARIO NO PERIMETRO URBANO PARA ELIM","","1.324.755,58","151.717,30","","","","","","","","","","","204.615,21","2.104.212,55","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","110S","MELHORAMENTOS NO CANAL DE NAVEGACAO DA HIDROVIA DOS RIOS PAR","63.432,43","1.149.710,06","328.119,58","3.757.105,36","405.118,93","764.325,88","1.571.151,44","1.259.067,83","120.102,90","79.889,76","641.454,22","1.121.930,63","1.174.304,55","258.994,90","2.851.113,59","1.570.017,72","0,00","53.096,00","307.149,41","6.188.116,95","688.117,31","1.705.428,80","961.185,79","1.578.158,98","566.748,23","3.805.418,34","5.140.713,95"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","122A","DRAGAGEM E ADEQUACAO DA NAVEGABILIDADE NO PORTO DO RIO DE JA","","","476.208,91","","268.808,79","0,00","44.536.806,33","567.776,81","421.732,36","535.370,50","0,00","567.058,25","2.222.571,53","468.993,29","64.617.530,84","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","122E","DRAGAGEM E ADEQUACAO DA NAVEGABILIDADE NO PORTO DE SANTOS (S","","","64.285,00","","","","","","","","","","406,66","(1,90)","5,76","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","122I","DRAGAGEM E ADEQUACAO DA NAVEGABILIDADE NO PORTO DE VITORIA (","","","","","","","","","","","","","1.677.568,01","0,00","0,00","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","122M","DRAGAGEM E ADEQUACAO DA NAVEGABILIDADE NO PORTO DE ITAJAI (S","","","","","","","","","3.355.325,20","3.355.325,20","0,00","0,00","0,00","0,00","6.266.792,48","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","122O","DRAGAGEM DE APROFUNDAMENTO NO PORTO DE PARANAGUA (PR)","71.864,42","8.146.418,19","1.053.411,15","","","","24.375.807,20","0,00","0,00","1.133.800,41","11.784.600,85","7.094.081,52","5.734.346,12","10.351.554,49","23.215.631,71","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","122Z","CONSTRUCAO DO BERCO 108 NO PORTO DE ITAQUI (MA)","","","","","","","","","","","","","","4.126.406,14","0,00","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","127G","CONSTRUCAO DE TERMINAIS FLUVIAIS NA REGIAO NORTE","3.485.484,72","4.029.686,04","3.066.985,16","3.633.175,85","2.078.723,99","611.085,98","975.182,68","12.109.534,30","945.547,63","2.255.318,06","2.366.373,34","3.559.664,98","3.924.260,09","6.976.580,20","21.104.100,63","4.782.839,37","0,00","4.162.411,22","2.758.040,28","150.125,75","7.736.994,72","2.441.004,82","6.366.564,26","893.255,13","1.182.725,10","6.875.965,76","8.276.124,14"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","12HL","MELHORAMENTOS NO CANAL DE NAVEGACAO DA HIDROVIA DO RIO MADEI","1.404.873,05","1.963.588,93","1.090.234,22","2.041.630,44","344.877,25","1.568.617,98","792.137,48","3.851.420,90","324.659,23","1.858.625,03","443.049,24","1.221.445,98","1.388.496,72","2.437.120,20","10.602.242,60","","","","","0,00","4.416.949,79","859.479,96","75.063,88","618.116,77","1.152.088,87","3.013.941,18","(9.900,54)"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","12J1","MELHORAMENTOS NO CANAL DE NAVEGACAO DA HIDROVIA DO SAO FRANC","25.419,58","243.885,67","2.034.561,09","","","","94.066,72","536.003,52","0,00","0,00","0,00","0,00","0,00","0,00","991.363,88","","","144.913,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","12K7","ALINHAMENTO E REFORCO DO BERCO 4 NO PORTO DE ITAJAI (SC)","","","","","","","","","18.863.669,70","0,00","0,00","0,00","0,00","0,00","0,00","","","","","","","","","","","",""
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","13LJ","MELHORAMENTOS NO CANAL DE NAVEGACAO DA HIDROVIA DO RIO AMAZO","4.437,00","2.155,89","0,00","2.573,02","(18,01)","44,93","4.013,30","29,45","41,93","(115,40)","10,66","13,59","70,80","23.360,05","17.449,17","","4.912,53","0,00","82.229,95","22.805,29","34.668,78","220.718,44","36.911,79","19.220,00","2.968,00","11.175,00","2.635,00"
"39000","MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL","26","TRANSPORTE","784","TRANSPORTE HIDROVIARIO","14KV","APOIO A IMPLANTACAO DE MELHORAMENTOS NO CANAL DE NAVEGACAO D","","484.024,13","526.567,73","429.314,43","418.437,36","402.022,20","0,00","493.314,56","482.011,28","1.059.489,72","539.126,20","0,00","3.675.087,23","1.730.196,74","1.155.766,12","629.926,24","314.630,07","1.067.586,34","287.190,25","0,00","0,00","42.259.533,35","397.819,31","406.024,20","0,00","900.669,44","5.051.743,54"
