uf;municipio;data;eleitores
PB;tenorio;2016-03-18;2509
PB;varzea;2016-03-18;2347
PB;vieiropolis;2016-03-18;5037
PB;zabele;2016-03-18;2018
PE;afogados_da_ingazeira;2014-03-31;28100
PE;alianca;2011-12-19;28580
PE;altinho;2014-03-31;17388
PE;amaraji;2016-03-31;17494
PE;aracoiaba;2015-12-18;14518
PE;araripina;2014-03-31;55340
PE;arcoverde;2014-03-31;47099
PE;barreiros;2014-03-31;32094
PE;bezerros;2016-03-31;46004
PE;bom_jardim;2016-03-31;31653
PE;bonito;2016-03-31;30486
PE;brejao;2016-03-31;8429
PE;cachoeirinha;2014-01-14;15825
PE;camocim_de_sao_felix;2016-03-31;14503
PE;camutanga;2013-12-12;7140
PE;canhotinho;2014-02-28;18380
PE;carnaiba;2013-11-29;14907
PE;caruaru;2011-12-19;196486
PE;catende;2011-12-19;25657
PE;cupira;2012-03-30;19008
PE;custodia;2014-03-31;27017
PE;escada;2014-03-31;48237
PE;fernando_de_noronha;2012-03-23;2114
PE;ferreiros;2014-01-23;8834
PE;garanhuns;2014-03-31;88303
PE;gloria_do_goita;2016-03-31;22864
PE;goiana;2014-03-31;58563
PE;ibirajuba;2016-03-31;6580
PE;igarassu;2014-03-31;69647
PE;iguaracy;2015-10-02;9484
PE;ilha_de_itamaraca;2009-12-19;14782
PE;ingazeira;2015-11-11;3501
PE;ipojuca;2014-03-31;62878
PE;itaiba;2014-03-31;19113
PE;itambe;2014-03-31;25729
PE;itapissuma;2009-12-19;16589
PE;jatoba;2016-03-31;10189
PE;jucati;2016-03-31;8615
PE;jupi;2016-03-31;10188
PE;jurema;2013-12-19;11040
PE;lajedo;2016-03-31;27245
PE;limoeiro;2016-03-31;47016
PE;macaparana;2011-12-19;18213
PE;moreilandia;2014-03-11;8719
PE;moreno;2014-03-31;43223
PE;nazare_da_mata;2016-03-31;25954
PE;olinda;2016-03-31;309465
PE;palmares;2014-03-31;44757
PE;paranatama;2016-03-31;8694
PE;passira;2016-03-31;25456
PE;paulista;2016-03-31;203873
PE;petrolandia;2014-03-31;24260
PE;petrolina;2016-03-31;188039
PE;quixaba;2016-02-23;5072
PE;recife;2014-03-31;1165432
PE;rio_formoso;2010-03-19;17227
PE;salgueiro;2014-03-31;38698
PE;sanharo;2011-12-19;13951
PE;santa_cruz_do_capibaribe;2016-03-31;56130
PE;santa_maria_do_cambuca;2016-03-31;10326
PE;sao_caitano;2014-03-14;29049
PE;sao_joaquim_do_monte;2014-01-21;17281
PE;sao_jose_da_coroa_grande;2014-03-31;14005
PE;sao_vicente_ferrer;2014-03-31;14862
PE;serra_talhada;2014-03-31;57625
PE;sirinhaem;2014-01-14;26020
PE;solidao;2016-02-24;4943
PE;tabira;2014-01-15;19991
PE;tacaimbo;2014-02-06;10445
PE;tacaratu;2016-03-31;14483
PE;tamandare;2010-03-19;14704
PE;timbauba;2014-03-31;46510
PE;vicencia;2011-12-19;22680
PE;vitoria_de_santo_antao;2016-03-31;98453
PI;alto_longa;2016-03-21;11538
PI;altos;2015-12-17;30482
PI;amarante;2016-03-21;14244
PI;anisio_de_abreu;2015-10-30;6554
PI;antonio_almeida;2016-03-21;2973
PI;aroeiras_do_itaim;2015-12-17;3132
PI;assuncao_do_piaui;2016-03-21;6267
PI;barras;2015-10-30;34106
PI;batalha;2015-12-17;21274
PI;boa_hora;2015-10-30;5763
PI;bom_jesus;2015-12-17;15060
PI;bom_principio_do_piaui;2015-12-17;5455
PI;bonfim_do_piaui;2015-10-30;4487
PI;brasileira;2016-03-21;6972
PI;brejo_do_piaui;2016-03-21;3611
PI;buriti_dos_lopes;2015-12-17;15256
PI;buriti_dos_montes;2015-12-17;5918
PI;cabeceiras_do_piaui;2015-10-30;8602
PI;cajazeiras_do_piaui;2016-03-21;2868
PI;cajueiro_da_praia;2014-03-31;5919
PI;campinas_do_piaui;2016-03-21;4851
PI;campo_maior;2015-10-30;35289
PI;canto_do_buriti;2016-03-21;15582
PI;caraubas_do_piaui;2015-12-17;4767
PI;castelo_do_piaui;2015-12-17;16033
PI;caxingo;2015-12-17;4675
PI;coivaras;2015-12-17;4230
PI;colonia_do_piaui;2016-03-21;5980
PI;coronel_jose_dias;2015-10-30;4664
PI;corrente;2015-12-17;18145
PI;currais;2015-12-17;4800
PI;dirceu_arcoverde;2015-10-30;5701
PI;dom_expedito_lopes;2015-12-17;6082
PI;dom_inocencio;2015-10-30;7232
PI;domingos_mourao;2015-12-17;3682
PI;elesbao_veloso;2016-03-21;12564
PI;esperantina;2015-12-17;28697
PI;fartura_do_piaui;2015-10-30;4257
PI;floresta_do_piaui;2016-03-21;2592
PI;floriano;2012-02-16;39663
PI;francisco_santos;2012-02-15;7146
PI;geminiano;2015-12-17;5288
PI;ilha_grande;2014-03-31;7325
PI;inhuma;2016-03-21;12583
PI;jatoba_do_piaui;2015-10-30;5544
PI;joca_marques;2016-03-21;4439
PI;jose_de_freitas;2014-03-31;29997
PI;juazeiro_do_piaui;2015-12-17;5525
PI;jurema;2015-10-30;4172
PI;lagoa_alegre;2015-12-17;7142
PI;lagoa_de_sao_francisco;2015-12-17;5030
PI;lagoa_do_sitio;2016-03-21;4291
PI;landri_sales;2016-03-21;4481
PI;luis_correia;2014-03-31;23820
PI;luzilandia;2016-03-21;19189
PI;madeiro;2016-03-21;6131
PI;manoel_emidio;2016-03-21;4473
PI;miguel_alves;2016-03-21;24186
PI;milton_brandao;2015-12-17;5634
PI;morro_do_chapeu_do_piaui;2015-12-17;5646
PI;nazaria;2014-03-31;10123
PI;nossa_senhora_de_nazare;2015-10-30;4794
PI;novo_oriente_do_piaui;2016-03-21;5587
PI;novo_santo_antonio;2016-03-21;3717
PI;oeiras;2014-03-31;26933
PI;pajeu_do_piaui;2016-03-21;3221
PI;palmeirais;2016-03-21;11256
PI;parnaiba;2014-03-31;97356
PI;pau_d_arco_do_piaui;2015-12-17;4088
PI;pedro_ii;2015-12-17;29430
PI;picos;2012-02-15;46494
PI;piracuruca;2009-12-08;19923
PI;piripiri;2010-03-19;43471
PI;porto_alegre_do_piaui;2016-03-21;1902
PI;redencao_do_gurgueia;2015-12-17;6130
PI;regeneracao;2016-03-21;14224
PI;santa_rosa_do_piaui;2016-03-21;4424
PI;santana_do_piaui;2015-12-17;3750
PI;santo_inacio_do_piaui;2016-03-21;3285
PI;sao_braz_do_piaui;2015-10-30;3838
PI;sao_francisco_do_piaui;2016-03-21;5611
PI;sao_joao_da_fronteira;2016-03-21;4769
PI;sao_joao_da_serra;2015-12-17;6259
PI;sao_joao_da_varjota;2016-03-21;3951
PI;sao_jose_do_divino;2016-03-21;4712
PI;sao_jose_do_piaui;2015-12-17;5639
PI;sao_lourenco_do_piaui;2015-10-30;4365
PI;sao_miguel_do_fidalgo;2016-03-21;2531
PI;sao_miguel_do_tapuio;2016-03-21;15539
PI;sao_raimundo_nonato;2015-10-30;21962
PI;sebastiao_barros;2015-12-17;3910
PI;sigefredo_pacheco;2015-10-30;7964
PI;sussuapara;2015-12-17;5542
PI;tamboril_do_piaui;2016-03-21;2715
PI;teresina;2014-03-31;531322
PI;uniao;2015-12-17;33736
PI;urucui;2016-03-21;15352
PI;valenca_do_piaui;2016-03-21;16337
PI;varzea_branca;2015-10-30;4023
PR;adrianopolis;2015-10-16;4889
PR;agudos_do_sul;2016-03-31;6647
PR;almirante_tamandare;2015-11-30;67657
PR;altamira_do_parana;2016-03-31;3921
PR;apucarana;2015-12-22;93430
PR;araucaria;2016-03-31;93286
PR;balsa_nova;2010-01-30;9301
PR;barracao;2015-09-30;7234
PR;bocaiuva_do_sul;2015-10-16;8396
PR;bom_jesus_do_sul;2015-09-30;3472
PR;cambe;2015-11-30;73691
PR;cambira;2015-12-22;6036
PR;campina_da_lagoa;2016-03-31;12159
PR;campina_do_simao;2015-12-18;3374
PR;campina_grande_do_sul;2015-10-30;30096
PR;campo_bonito;2016-01-29;3806
PR;campo_largo;2014-03-28;82517
PR;campo_magro;2015-11-30;18031
PR;campo_mourao;2016-03-31;66234
PR;candoi;2015-12-18;11467
PR;cascavel;2016-01-31;206372
PR;colombo;2015-12-18;146783
PR;contenda;2016-02-29;11047
PR;coronel_vivida;2016-03-31;16760
PR;curitiba;2012-01-20;1310968
PR;diamante_do_sul;2016-01-29;2938
PR;doutor_camargo;2013-10-04;4993
PR;farol;2016-03-31;2815
PR;fazenda_rio_grande;2016-03-31;62354
PR;floresta;2013-10-04;5153
PR;florestopolis;2015-10-30;9644
PR;foz_do_iguacu;2016-03-31;188311
PR;foz_do_jordao;2015-12-18;4102
PR;guaraniacu;2016-01-29;11319
PR;guarapuava;2015-12-18;121311
PR;honorio_serpa;2016-03-31;4593
PR;itaperucu;2015-10-30;17671
PR;ivatuba;2013-10-04;2628
PR;janiopolis;2016-03-31;5623
PR;lapa;2016-02-29;35210
PR;lindoeste;2016-01-31;4946
PR;londrina;2013-09-06;360856
PR;luiziana;2016-03-31;5933
PR;mandirituba;2016-03-31;17076
PR;maringa;2013-10-04;257320
PR;miraselva;2015-10-30;1840
PR;nova_cantu;2016-03-31;6381
PR;novo_itacolomi;2015-12-22;2495
PR;ouro_verde_do_oeste;2015-11-30;4420
PR;paicandu;2013-10-04;25844
PR;paranagua;2015-12-22;102562
PR;pinhais;2015-11-30;91095
PR;piraquara;2015-10-30;58591
PR;ponta_grossa;2016-01-29;231489
PR;porecatu;2015-10-30;10800
PR;prado_ferreira;2015-10-30;3105
PR;quatro_barras;2015-10-30;13907
PR;rio_branco_do_sul;2015-10-30;23626
PR;salgado_filho;2015-09-30;3722
PR;santa_tereza_do_oeste;2016-01-31;8223
PR;santa_terezinha_de_itaipu;2016-03-31;16889
PR;sao_jose_dos_pinhais;2016-03-31;182528
PR;sao_pedro_do_iguacu;2015-11-30;5189
PR;tamarana;2013-09-06;8962
PR;tijucas_do_sul;2016-03-31;11046
PR;toledo;2015-11-30;92496
PR;tunas_do_parana;2015-10-16;4618
PR;turvo;2015-12-18;11208
RJ;armacao_dos_buzios;2009-07-14;18614
RJ;niteroi;2013-11-14;378528
RN;afonso_bezerra;2015-10-10;9465
RN;agua_nova;2013-05-08;2523
RN;alexandria;2010-01-16;9990
RN;almino_afonso;2013-05-08;4948
RN;alto_do_rodrigues;2015-11-27;10850
RN;areia_branca;2013-06-13;19866
RN;assu;2014-04-12;40435
RN;baia_formosa;2016-03-31;7142
RN;barauna;2014-04-04;17890
RN;barcelona;2013-05-08;4270
RN;bom_jesus;2010-12-15;7620
RN;brejinho;2013-06-13;9451
RN;caico;2015-11-27;43948
RN;canguaretama;2016-03-31;23933
RN;caraubas;2010-01-09;15279
RN;carnaubais;2014-04-12;8662
RN;ceara_mirim;2015-10-15;51704
RN;encanto;2013-05-08;4339
RN;equador;2013-06-13;4850
RN;espirito_santo;2016-03-04;7552
RN;francisco_dantas;2013-05-08;2741
RN;frutuoso_gomes;2013-05-08;4320
RN;galinhos;2015-12-02;2228
RN;goianinha;2016-03-04;18677
RN;governador_dix_sept_rosado;2013-05-10;11904
RN;grossos;2013-06-13;7798
RN;guamare;2010-01-28;10066
RN;ielmo_marinho;2010-12-15;10212
RN;ipanguacu;2014-04-12;12722
RN;itaja;2014-04-12;6786
RN;jardim_de_piranhas;2015-11-27;11374
RN;joao_dias;2010-01-09;2321
RN;jundia;2016-03-04;3593
RN;lagoa_de_pedras;2015-10-10;6544
RN;lagoa_de_velhos;2013-05-08;3161
RN;lagoa_salgada;2013-06-13;8539
RN;lucrecia;2013-05-08;3299
RN;macaiba;2010-12-15;44813
RN;macau;2010-01-28;19765
RN;monte_alegre;2013-06-13;16292
RN;mossoro;2014-04-04;166572
RN;natal;2013-12-14;523022
RN;nisia_floresta;2010-03-30;15821
RN;parelhas;2013-06-13;16549
RN;parnamirim;2016-03-12;117062
RN;pau_dos_ferros;2013-05-08;19799
RN;pedro_avelino;2010-01-23;5377
RN;pendencias;2015-11-27;11163
RN;piloes;2010-01-16;3189
RN;porto_do_mangue;2014-04-12;4695
RN;pureza;2015-10-10;7390
RN;rafael_fernandes;2013-05-08;4304
RN;rafael_godeiro;2013-05-08;3401
RN;riacho_de_santana;2013-05-08;3715
RN;ruy_barbosa;2013-05-08;3671
RN;santana_do_serido;2013-06-13;2353
RN;sao_fernando;2010-03-30;2948
RN;sao_francisco_do_oeste;2013-05-08;3582
RN;sao_goncalo_do_amarante;2016-03-31;65946
RN;sao_jose_de_mipibu;2010-03-30;26738
RN;sao_tome;2013-05-08;8795
RN;senador_eloi_de_souza;2015-10-10;5228
RN;serra_do_mel;2014-04-04;8975
RN;tibau;2013-06-13;4085
RN;tibau_do_sul;2016-03-04;10272
RN;timbauba_dos_batistas;2010-03-30;2196
RN;vera_cruz;2013-06-13;9001
RN;vila_flor;2016-03-31;2600
RO;alto_paraiso;2013-07-31;11745
RO;ariquemes;2013-07-31;62399
RO;buritis;2013-10-31;22628
RO;cabixi;2013-08-30;5223
RO;cacaulandia;2013-07-02;4266
RO;campo_novo_de_rondonia;2013-10-30;7768
RO;candeias_do_jamari;2011-12-19;13366
RO;castanheiras;2011-12-16;3397
RO;colorado_do_oeste;2008-04-01;13310
RO;cujubim;2013-05-31;9919
RO;guajara_mirim;2013-08-30;27348
RO;itapua_do_oeste;2011-12-09;5446
RO;ji_parana;2015-12-18;84966
RO;machadinho_d_oeste;2013-10-31;22333
RO;monte_negro;2013-07-02;10859
RO;nova_mamore;2013-08-30;15042
RO;porto_velho;2012-03-20;279529
RO;primavera_de_rondonia;2013-10-01;3289
RO;rio_crespo;2013-05-31;3129
RO;vale_do_anari;2013-10-30;6310
RR;boa_vista;2013-12-01;184292
RS;acegua;2016-03-15;3873
RS;agua_santa;2015-12-02;2998
RS;ajuricaba;2013-09-11;6048
RS;alegria;2015-09-30;3394
RS;almirante_tamandare_do_sul;2014-03-26;1988
RS;alpestre;2016-03-16;6283
RS;alto_alegre;2013-07-17;1672
RS;alto_feliz;2013-07-31;2529
RS;alvorada;2016-03-16;140356
RS;amaral_ferrador;2016-03-16;4933
RS;ametista_do_sul;2016-03-09;5478
RS;andre_da_rocha;2013-12-18;1361
RS;anta_gorda;2015-12-18;5121
RS;arambare;2013-06-12;3598
RS;ararica;2013-11-20;4678
RS;aratiba;2015-12-16;5652
RS;arroio_do_meio;2016-03-16;15083
RS;arroio_do_padre;2013-11-27;2566
RS;arroio_do_sal;2015-11-25;6337
RS;arroio_dos_ratos;2015-12-18;10759
RS;arvorezinha;2016-03-16;8273
RS;aurea;2015-11-11;3014
RS;balneario_pinhal;2016-01-27;8455
RS;barao;2016-03-16;4658
RS;barra_do_quarai;2013-08-23;3519
RS;barra_do_ribeiro;2015-09-30;9997
RS;barra_do_rio_azul;2013-05-08;1874
RS;barra_funda;2013-10-02;2366
RS;barracao;2015-09-16;4160
RS;barros_cassal;2016-02-24;8672
RS;benjamin_constant_do_sul;2013-10-01;1839
RS;boa_vista_das_missoes;2013-08-21;2007
RS;boa_vista_do_burica;2015-12-16;5432
RS;boa_vista_do_cadeado;2015-11-18;2104
RS;boa_vista_do_incra;2015-12-16;2127
RS;boa_vista_do_sul;2013-09-25;2522
RS;bom_jesus;2015-11-25;8398
RS;bom_progresso;2013-08-14;2260
RS;bom_retiro_do_sul;2015-12-02;9291
RS;boqueirao_do_leao;2015-09-16;6013
RS;bossoroca;2015-12-02;5440
RS;bozano;2013-11-27;2267
RS;braga;2015-11-18;2884
RS;brochier;2015-09-02;3790
RS;cacique_doble;2015-12-16;3745
RS;caibate;2015-10-07;3857
RS;caicara;2016-03-02;4098
RS;camargo;2015-09-16;2102
RS;cambara_do_sul;2016-03-16;5408
RS;campestre_da_serra;2015-08-19;2633
RS;campina_das_missoes;2013-09-04;5348
RS;campinas_do_sul;2015-08-05;4541
RS;campo_novo;2013-09-25;4719
RS;campos_borges;2013-11-20;2918
RS;candido_godoi;2015-11-30;5374
RS;canoas;2010-03-19;238600
RS;canudos_do_vale;2013-07-17;2066
RS;capao_bonito_do_sul;2013-08-28;1852
RS;capao_do_cipo;2013-09-13;2743
RS;capela_de_santana;2015-12-02;8166
RS;capitao;2013-09-04;2547
RS;capivari_do_sul;2014-03-19;3152
RS;caraa;2016-03-16;6375
RS;carlos_gomes;2014-02-26;1525
RS;caseiros;2015-08-26;2499
RS;caxias_do_sul;2016-03-16;329695
RS;centenario;2014-03-26;2571
RS;cerrito;2016-02-24;5498
RS;cerro_branco;2013-08-14;3939
RS;cerro_grande;2013-08-28;2177
RS;cerro_grande_do_sul;2016-02-10;7150
RS;cerro_largo;2016-01-27;9623
RS;chapada;2015-11-04;7616
RS;charrua;2016-02-03;2501
RS;chiapetta;2013-07-24;3644
RS;chui;2016-01-27;4306
RS;chuvisca;2013-07-24;4072
RS;colinas;2014-03-12;2324
RS;colorado;2013-12-11;3167
RS;condor;2013-09-25;5422
RS;coqueiro_baixo;2013-12-17;1388
RS;coqueiros_do_sul;2013-12-18;2324
RS;coronel_barros;2013-12-18;2288
RS;coronel_bicaco;2013-07-17;6358
RS;coronel_pilar;2013-11-20;1582
RS;cotipora;2013-09-04;3546
RS;coxilha;2013-07-30;2572
RS;cristal;2013-09-04;6254
RS;cristal_do_sul;2014-03-19;2518
RS;cruzaltense;2013-11-06;2078
RS;david_canabarro;2013-12-11;3974
RS;derrubadas;2013-08-07;2688
RS;dezesseis_de_novembro;2013-11-29;2478
RS;dilermando_de_aguiar;2013-10-23;3120
RS;dois_irmaos_das_missoes;2013-10-29;1985
RS;dois_lajeados;2013-08-28;2949
RS;dom_feliciano;2016-03-16;10242
RS;dom_pedro_de_alcantara;2014-01-22;2345
RS;dona_francisca;2013-12-18;3276
RS;doutor_ricardo;2013-07-05;2107
RS;engenho_velho;2013-12-04;1306
RS;entre_ijuis;2015-08-19;7070
RS;entre_rios_do_sul;2013-07-19;2792
RS;erebango;2013-12-18;2403
RS;ernestina;2013-10-30;2731
RS;erval_grande;2015-11-25;3922
RS;erval_seco;2015-10-09;5817
RS;esmeralda;2015-11-25;2469
RS;esperanca_do_sul;2013-10-30;2896
RS;espumoso;2016-03-16;11727
RS;estacao;2015-11-25;4919
RS;estrela_velha;2013-09-25;3361
RS;eugenio_de_castro;2013-09-11;2554
RS;fagundes_varela;2013-10-30;2312
RS;faxinal_do_soturno;2015-09-21;5404
RS;faxinalzinho;2013-12-13;2285
RS;fazenda_vilanova;2013-08-21;3408
RS;feliz;2015-10-07;9966
RS;floriano_peixoto;2013-09-25;1987
RS;fontoura_xavier;2014-01-29;8832
RS;formigueiro;2013-12-04;6190
RS;forquetinha;2013-10-02;2642
RS;garruchos;2013-11-14;2947
RS;gaurama;2013-09-11;5257
RS;gentil;2013-06-26;1667
RS;girua;2015-11-30;12613
RS;glorinha;2013-11-20;6515
RS;gramado_dos_loureiros;2013-07-24;1990
RS;gramado_xavier;2015-10-21;2813
RS;guabiju;2013-10-30;1506
RS;herval;2016-03-09;5440
RS;herveiras;2013-08-14;2600
RS;hulha_negra;2016-03-16;4598
RS;humaita;2016-03-16;4123
RS;ibiraiaras;2016-01-20;5375
RS;ibirapuita;2013-12-11;3812
RS;ilopolis;2015-09-02;3493
RS;imigrante;2013-12-16;2549
RS;independencia;2013-12-18;5916
RS;inhacora;2013-10-02;2134
RS;ipe;2016-03-02;5272
RS;ipiranga_do_sul;2013-07-12;1907
RS;itaara;2013-07-10;4319
RS;itacurubi;2014-01-17;2978
RS;itapuca;2013-09-10;1939
RS;itati;2013-11-26;2843
RS;ivora;2013-09-25;1952
RS;jaboticaba;2013-12-11;3287
RS;jacuizinho;2013-12-18;2276
RS;jacutinga;2013-12-18;2986
RS;jaquirana;2013-11-13;4020
RS;jari;2013-12-06;3174
RS;joia;2016-03-16;6663
RS;lagoa_bonita_do_sul;2016-03-16;2218
RS;lagoa_dos_tres_cantos;2013-10-02;1541
RS;lajeado_do_bugre;2015-10-07;1887
RS;lavras_do_sul;2016-03-09;6176
RS;liberato_salzano;2015-12-02;4387
RS;lindolfo_collor;2016-03-16;4266
RS;linha_nova;2013-05-22;1381
RS;macambara;2013-11-27;4346
RS;mampituba;2015-09-16;2483
RS;manoel_viana;2016-03-16;5855
RS;maquine;2015-08-05;5847
RS;marata;2013-09-18;2269
RS;marcelino_ramos;2015-12-18;4024
RS;mariana_pimentel;2013-10-02;3565
RS;mariano_moro;2013-07-24;2025
RS;marques_de_souza;2014-03-26;3567
RS;mata;2016-03-16;4263
RS;mato_castelhano;2013-12-18;2602
RS;mato_leitao;2013-08-14;3400
RS;mato_queimado;2013-06-28;1674
RS;maximiliano_de_almeida;2015-12-16;3998
RS;minas_do_leao;2015-12-02;6339
RS;miraguai;2015-09-30;3837
RS;montauri;2013-08-12;1456
RS;monte_alegre_dos_campos;2013-10-09;3132
RS;monte_belo_do_sul;2013-10-09;2959
RS;mormaco;2013-11-20;2621
RS;morrinhos_do_sul;2013-10-16;2978
RS;morro_redondo;2016-03-16;5015
RS;morro_reuter;2015-12-16;5004
RS;mucum;2013-12-18;4135
RS;muitos_capoes;2013-09-04;2501
RS;muliterno;2013-12-04;1707
RS;nicolau_vergueiro;2013-09-04;1923
RS;nonoai;2014-02-19;9493
RS;nova_alvorada;2013-11-27;2513
RS;nova_araca;2015-10-21;3392
RS;nova_bassano;2015-12-15;6864
RS;nova_boa_vista;2013-12-19;1920
RS;nova_brescia;2015-08-10;2594
RS;nova_esperanca_do_sul;2016-01-20;3986
RS;nova_hartz;2016-03-16;13345
RS;nova_padua;2013-10-30;2195
RS;nova_palma;2015-08-19;5087
RS;nova_ramada;2015-09-23;2054
RS;nova_roma_do_sul;2015-11-17;2949
RS;nova_santa_rita;2013-11-27;16685
RS;novo_barreiro;2013-09-04;3596
RS;novo_cabrais;2013-12-04;3620
RS;novo_machado;2015-10-28;3339
RS;novo_tiradentes;2013-06-12;1993
RS;novo_xingu;2013-09-11;1481
RS;paim_filho;2013-10-23;3739
RS;palmares_do_sul;2013-12-18;10760
RS;pantano_grande;2016-03-16;8462
RS;pareci_novo;2013-11-27;3114
RS;passo_do_sobrado;2015-12-09;4734
RS;paverama;2015-10-21;5659
RS;pedras_altas;2013-11-27;2180
RS;pedro_osorio;2016-03-16;6675
RS;pelotas;2016-03-16;238725
RS;picada_cafe;2016-03-16;4229
RS;pinhal;2015-07-01;1994
RS;pinhal_da_serra;2013-09-18;2487
RS;pinhal_grande;2015-12-09;3787
RS;pinheiro_machado;2016-03-16;10564
RS;pinto_bandeira;2013-09-11;2287
RS;pirapo;2013-12-13;2492
RS;poco_das_antas;2013-11-14;1896
RS;pontao;2015-09-09;3119
RS;ponte_preta;2013-10-23;1743
RS;porto_lucena;2015-10-27;4075
RS;porto_maua;2013-08-30;2312
RS;porto_vera_cruz;2013-10-16;1757
RS;porto_xavier;2014-01-15;8895
RS;pouso_novo;2013-10-30;1719
RS;presidente_lucena;2015-12-02;2223
RS;progresso;2015-12-16;4960
RS;protasio_alves;2013-09-04;1969
RS;putinga;2014-02-12;4081
RS;quatro_irmaos;2015-07-15;1560
RS;quevedos;2013-12-04;2263
RS;quinze_de_novembro;2016-03-16;3177
RS;redentora;2013-12-11;6382
RS;relvado;2014-03-26;2108
RS;rio_dos_indios;2013-07-31;3083
RS;riozinho;2013-12-11;3966
RS;rodeio_bonito;2015-09-30;4537
RS;rolador;2013-08-28;2576
RS;rolante;2015-12-09;14801
RS;rondinha;2016-03-16;4650
RS;sagrada_familia;2014-01-29;2457
RS;saldanha_marinho;2013-12-04;2702
RS;salvador_das_missoes;2013-04-30;2530
RS;salvador_do_sul;2015-11-18;5199
RS;santa_barbara_do_sul;2015-10-21;7154
RS;santa_cecilia_do_sul;2013-10-01;1850
RS;santa_clara_do_sul;2015-08-26;4736
RS;santa_margarida_do_sul;2013-11-27;2502
RS;santa_tereza;2013-08-21;1738
RS;santana_da_boa_vista;2016-03-16;7053
RS;santo_antonio_das_missoes;2015-09-30;9124
RS;santo_antonio_do_palma;2013-08-14;1870
RS;santo_antonio_do_planalto;2013-09-25;1923
RS;santo_expedito_do_sul;2013-10-30;2165
RS;sao_domingos_do_sul;2013-08-28;2536
RS;sao_joao_do_polesine;2013-10-23;2515
RS;sao_jorge;2014-03-26;2574
RS;sao_jose_das_missoes;2014-01-15;2477
RS;sao_jose_do_herval;2013-11-06;2246
RS;sao_jose_do_inhacora;2013-09-18;2163
RS;sao_jose_do_sul;2015-06-26;1838
RS;sao_jose_dos_ausentes;2013-09-18;3150
RS;sao_martinho;2015-11-25;4755
RS;sao_martinho_da_serra;2013-09-25;3019
RS;sao_miguel_das_missoes;2013-12-11;5918
RS;sao_paulo_das_missoes;2013-12-19;5227
RS;sao_pedro_da_serra;2013-07-03;2855
RS;sao_pedro_das_missoes;2015-12-02;1657
RS;sao_pedro_do_butia;2015-07-15;2379
RS;sao_pedro_do_sul;2015-12-16;13166
RS;sao_valentim;2015-07-15;2951
RS;sao_valentim_do_sul;2013-11-27;2194
RS;sao_valerio_do_sul;2013-12-18;2137
RS;sao_vendelino;2013-10-09;2007
RS;segredo;2016-01-18;6007
RS;selbach;2015-12-02;4216
RS;senador_salgado_filho;2013-10-16;2635
RS;sentinela_do_sul;2016-02-17;4284
RS;serafina_correa;2015-10-07;11124
RS;serio;2013-12-18;2072
RS;sertao_santana;2014-02-26;5046
RS;sete_de_setembro;2013-06-05;1842
RS;severiano_de_almeida;2013-08-21;3465
RS;silveira_martins;2013-12-04;2265
RS;tabai;2016-03-16;3488
RS;taquarucu_do_sul;2015-11-25;2515
RS;tavares;2016-02-17;4452
RS;terra_de_areia;2016-03-09;7102
RS;tio_hugo;2015-11-11;2318
RS;tiradentes_do_sul;2015-08-12;4778
RS;toropi;2013-11-20;2687
RS;travesseiro;2015-10-14;1931
RS;tres_arroios;2015-10-21;2443
RS;tres_coroas;2016-03-16;17505
RS;tres_forquilhas;2013-09-18;2832
RS;trindade_do_sul;2016-03-02;4418
RS;triunfo;2014-02-05;22746
RS;tucunduva;2015-12-16;4812
RS;tunas;2016-01-25;3636
RS;tupanci_do_sul;2013-12-18;1420
RS;tupancireta;2016-03-09;16358
RS;tupandi;2016-03-09;3707
RS;tuparendi;2015-11-04;6861
RS;turucu;2013-11-27;3281
RS;ubiretama;2013-07-17;1989
RS;uniao_da_serra;2013-11-11;1546
RS;unistalda;2013-11-14;2889
RS;vale_do_sol;2016-02-17;8132
RS;vale_real;2013-12-19;4441
RS;vale_verde;2013-12-11;3274
RS;vanini;2013-10-23;1806
RS;vespasiano_correa;2013-09-11;2355
RS;viadutos;2013-12-11;4232
RS;viamao;2016-03-16;165889
RS;vila_flores;2014-02-19;2983
RS;vila_langaro;2014-02-06;2208
RS;vila_nova_do_sul;2013-08-28;3942
RS;vista_alegre;2015-10-21;2480
RS;vista_alegre_do_prata;2013-07-03;1674
RS;vista_gaucha;2013-10-30;2663
RS;vitoria_das_missoes;2013-07-10;3272
RS;xangri_la;2016-02-03;9486
SC;aguas_mornas;2014-03-16;5264
SC;angelina;2013-12-15;4774
SC;anitapolis;2013-12-15;2834
SC;antonio_carlos;2013-12-15;6600
SC;biguacu;2015-11-29;41473
SC;blumenau;2016-03-22;235568
SC;florianopolis;2016-03-22;306136
SC;governador_celso_ramos;2014-03-16;12935
SC;joinville;2016-03-22;383230
SC;major_gercino;2013-07-31;2986
SC;nova_trento;2013-10-31;9348
SC;palhoca;2016-03-22;92689
SC;paulo_lopes;2014-03-16;5654
SC;rancho_queimado;2014-03-16;2567
SC;santo_amaro_da_imperatriz;2015-08-02;15134
SC;sao_bonifacio;2014-03-16;2550
SC;sao_joao_batista;2008-04-01;13544
SC;sao_jose;2016-03-22;143342
SC;sao_pedro_de_alcantara;2013-12-15;3807
SE;amparo_de_sao_francisco;2011-12-16;2082
SE;aquidaba;2011-12-16;15246
