DATA_GERACAO;HORA_GERACAO;ANO_ELEICAO;NUM_TURNO;DESCRICAO_ELEICAO;SIGLA_UF;SIGLA_UE;CODIGO_MUNICIPIO;NOME_MUNICIPIO;NUMERO_ZONA;CODIGO_CARGO;DESCRICAO_CARGO;QTD_APTOS;QTD_SECOES;QTD_SECOES_AGREGADAS;QTD_APTOS_TOT;QTD_SECOES_TOT;QTD_COMPARECIMENTO;QTD_ABSTENCOES;QTD_VOTOS_NOMINAIS;QTD_VOTOS_BRANCOS;QTD_VOTOS_NULOS;QTD_VOTOS_LEGENDA;QTD_VOTOS_ANULADOS_APU_SEP;DATA_ULT_TOTALIZACAO;HORA_ULT_TOTALIZACAO;TRANSITO;QTD_VOTOS_ANULADOS
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;54011;54011;UBERABA;347;11;PREFEITO;58528;189;23;58528;189;45701;12827;35035;2256;8410;0;0;31/03/2017;15:43:56;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44954;44954;ESTRELA DO SUL;110;11;PREFEITO;6012;20;1;6012;20;5261;751;5024;59;178;0;0;24/11/2016;13:34:36;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50199;50199;PIRANGUINHO;51;13;VEREADOR;6946;20;1;6946;20;5853;1093;5179;165;200;309;0;02/10/2016;18:42:49;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42412;42412;CAPARAÓ;303;11;PREFEITO;4456;19;3;4456;19;3849;607;3642;54;153;0;0;02/10/2016;18:59:25;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;54313;54313;MATHIAS LOBATO;119;11;PREFEITO;3125;9;7;3125;9;2579;546;2368;46;165;0;0;02/10/2016;19:19:45;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49530;49530;PASSA TEMPO;208;13;VEREADOR;7473;24;7;7473;24;6186;1287;5482;165;271;268;0;02/10/2016;18:09:10;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;53139;53139;SENADOR FIRMINO;261;11;PREFEITO;6468;22;1;6468;22;5744;724;5454;59;231;0;0;02/10/2016;17:57:44;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;51950;51950;SANTA VITÓRIA;308;13;VEREADOR;16218;54;5;16218;54;14205;2013;13174;133;319;579;0;18/11/2016;11:17:36;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45632;45632;GUARACIABA;225;13;VEREADOR;8452;31;3;8452;31;7205;1247;6274;100;299;532;0;21/11/2016;18:12:48;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40738;40738;ARAPONGA;107;13;VEREADOR;6803;18;1;6803;18;5628;1175;4814;115;212;487;0;02/10/2016;19:26:56;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;51292;51292;RUBELITA;244;11;PREFEITO;7968;38;3;7968;38;6168;1800;5880;73;215;0;0;02/10/2016;19:13:29;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44059;44059;CRISTÁLIA;120;13;VEREADOR;5207;16;0;5207;16;4443;764;4142;17;57;227;0;02/10/2016;18:07:36;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49077;49077;OLARIA;162;11;PREFEITO;2156;7;6;2156;7;1949;207;1834;31;84;0;0;02/10/2016;18:16:07;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;52531;52531;SÃO JOÃO DO PARAÍSO;237;11;PREFEITO;17154;66;17;17154;66;12534;4620;9699;751;2084;0;0;06/12/2016;18:45:14;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46310;46310;IRAÍ DE MINAS;181;13;VEREADOR;5501;17;0;5501;17;5205;296;4831;43;85;246;0;12/12/2017;11:51:18;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;52191;52191;SÃO DOMINGOS DO PRATA;251;13;VEREADOR;13830;44;4;13830;44;11500;2330;9816;263;409;1012;0;29/11/2016;17:05:19;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42412;42412;CAPARAÓ;303;13;VEREADOR;4456;19;3;4456;19;3849;607;3414;61;72;302;0;22/11/2016;14:25:44;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40487;40487;NAQUE;3;11;PREFEITO;5501;14;1;5501;14;4585;916;4361;68;156;0;0;02/10/2016;18:42:40;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47473;47473;LAGOA DOURADA;256;13;VEREADOR;9706;30;5;9706;30;8656;1050;7578;246;353;479;0;02/10/2016;20:03:27;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49956;49956;PERDIZES;291;11;PREFEITO;11804;41;1;11804;41;9746;2058;9117;140;489;0;0;02/10/2016;18:54:15;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40290;40290;ALÉM PARAÍBA;7;11;PREFEITO;28302;100;5;28302;100;22323;5979;21071;323;929;0;0;24/10/2016;13:23:23;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40398;40398;ALTEROSA;19;13;VEREADOR;11951;33;0;11951;33;10325;1626;9351;186;210;578;0;02/10/2016;18:18:21;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41564;41564;SÃO FÉLIX DE MINAS;169;13;VEREADOR;3678;10;1;3678;10;3235;443;2952;21;91;171;0;09/12/2016;16:59:03;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49433;49433;PARAGUAÇU;204;13;VEREADOR;16843;47;0;16843;47;14061;2782;12354;414;268;1025;0;10/11/2016;14:07:24;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;52051;52051;SANTO ANTÔNIO DO JACINTO;144;13;VEREADOR;9402;29;1;9402;29;7523;1879;6503;79;352;589;0;02/10/2016;18:51:06;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44539;44539;DOM SILVÉRIO;12;11;PREFEITO;4590;14;2;4590;14;4020;570;3796;52;172;0;0;02/10/2016;18:35:09;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46159;46159;INGAÍ;343;11;PREFEITO;3018;8;0;3018;8;2733;285;2622;24;87;0;0;23/11/2016;16:41:31;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44393;44393;DIVINO;70;13;VEREADOR;15603;47;1;15603;47;12538;3065;11054;244;336;904;0;02/10/2016;18:26:17;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;51993;51993;SANTO ANTÔNIO DO AVENTUREIRO;7;11;PREFEITO;3749;15;5;3749;15;3437;312;3284;31;122;0;0;02/10/2016;19:00:06;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40487;40487;NAQUE;3;13;VEREADOR;5501;14;1;5501;14;4585;916;4103;73;100;309;0;02/10/2016;18:42:40;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45390;45390;FRONTEIRA;116;11;PREFEITO;10492;28;1;10492;28;8741;1751;8380;67;294;0;0;31/10/2016;13:22:38;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;53279;53279;SERITINGA;6;13;VEREADOR;1784;6;0;1784;6;1720;64;1553;24;55;88;0;02/10/2016;19:13:20;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46515;46515;ITAMARATI DE MINAS;79;13;VEREADOR;3762;13;2;3762;13;3405;357;3147;31;76;151;0;02/10/2016;19:26:37;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40100;40100;CATUJI;196;13;VEREADOR;7852;24;1;7852;24;6493;1359;5783;69;151;490;0;02/10/2016;20:31:27;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41548;41548;SÃO DOMINGOS DAS DORES;128;13;VEREADOR;4834;19;1;4834;19;4610;224;4215;74;106;215;0;06/12/2016;17:11:38;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42773;42773;CARMO DA CACHOEIRA;281;11;PREFEITO;9881;31;0;9881;31;8160;1721;7503;215;442;0;0;02/10/2016;19:27:16;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40975;40975;BAEPENDI;20;11;PREFEITO;15582;48;2;15582;48;13154;2428;12197;203;754;0;0;02/10/2016;19:27:02;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40630;40630;ARAÇAÍ;206;13;VEREADOR;2807;9;0;2807;9;2467;340;2272;26;60;109;0;02/10/2016;18:36:23;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42390;42390;CANDEIAS;296;13;VEREADOR;12073;43;3;12073;43;9999;2074;8656;400;401;542;0;02/10/2016;18:15:56;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;48550;48550;MONTE ALEGRE DE MINAS;179;13;VEREADOR;15492;51;4;15492;51;12296;3196;11093;243;304;656;0;02/10/2016;17:51:19;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÃO SUPLEMENTAR SÃO BENTO ABADE;MG;52159;52159;SÃO BENTO ABADE;272;11;PREFEITO;3891;11;0;3891;11;3497;394;3413;33;51;0;0;12/03/2017;18:20:30;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÃO SUPLEMENTAR CANAÃ ;MG;42331;42331;CANAÃ;282;11;PREFEITO;4172;15;4;4172;15;3655;517;3490;61;104;0;0;02/07/2017;19:00:07;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;52337;52337;SÃO GONÇALO DO ABAETÉ;210;13;VEREADOR;5047;16;5;5047;16;4512;535;4223;35;45;209;0;02/10/2016;19:27:15;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46299;46299;IPUIÚNA;345;11;PREFEITO;7769;22;0;7769;22;6882;887;6543;66;273;0;0;02/10/2016;18:35:43;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;54437;54437;VOLTA GRANDE;7;11;PREFEITO;4864;18;2;4864;18;3918;946;3807;20;91;0;0;02/10/2016;18:58:51;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40460;40460;MONTEZUMA;237;11;PREFEITO;5615;27;2;5615;27;4884;731;4667;45;172;0;0;02/10/2016;18:58:26;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50474;50474;POTÉ;270;13;VEREADOR;12754;38;5;12754;38;9570;3184;8175;120;431;844;0;08/11/2016;13:21:18;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46353;46353;ITABIRINHA;169;13;VEREADOR;8892;28;3;8892;28;7465;1427;6685;91;214;475;0;10/11/2016;13:05:39;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49638;49638;PATROCÍNIO DO MURIAÉ;111;11;PREFEITO;5377;15;1;5377;15;4739;638;4563;30;146;0;0;02/10/2016;17:34:37;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50997;50997;RIO DOCE;225;11;PREFEITO;2330;10;1;2330;10;2103;227;1901;43;159;0;0;02/10/2016;19:33:54;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44474;44474;DIVISA NOVA;55;11;PREFEITO;4961;14;0;4961;14;4200;761;3293;427;480;0;0;02/10/2016;18:59:19;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41726;41726;BERIZAL;266;11;PREFEITO;3850;12;1;3850;12;3364;486;3184;26;154;0;0;02/10/2016;19:39:16;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40401;40401;MAMONAS;109;11;PREFEITO;5758;22;1;5758;22;5115;643;5044;16;55;0;0;27/10/2016;15:16:43;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40592;40592;ANTÔNIO DIAS;97;13;VEREADOR;9102;33;3;9102;33;7544;1558;6779;78;206;481;0;02/10/2016;19:20:44;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47597;47597;LARANJAL;187;11;PREFEITO;5684;18;0;5684;18;5119;565;4882;53;184;0;0;02/10/2016;19:13:37;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;54011;54011;UBERABA;277;13;VEREADOR;54190;150;6;54190;150;42835;11355;33087;1887;5417;2444;0;31/03/2017;15:43:56;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42153;42153;CAMPANÁRIO;136;13;VEREADOR;3483;13;2;3483;13;2932;551;2640;27;110;155;0;02/10/2016;18:33:56;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50610;50610;PRESIDENTE BERNARDES;217;11;PREFEITO;5678;24;0;5678;24;4852;826;4597;64;191;0;0;02/10/2016;19:57:37;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;54038;54038;UBERLÂNDIA;278;11;PREFEITO;106857;293;30;106857;293;86315;20542;77526;2552;6237;0;0;30/11/2017;13:55:20;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44350;44350;DIONÍSIO;251;13;VEREADOR;7325;28;1;7325;28;5615;1710;4982;76;162;395;0;02/10/2016;20:47:32;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50016;50016;PIAU;235;11;PREFEITO;2705;12;1;2705;12;2600;105;2479;21;100;0;0;02/10/2016;18:50:49;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40070;40070;ACAIACA;225;11;PREFEITO;3647;13;1;3647;13;3054;593;2909;39;106;0;0;02/10/2016;19:20:27;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;48615;48615;MONTE CARMELO;181;13;VEREADOR;35835;105;0;35835;105;29112;6723;25408;874;909;1921;0;02/12/2016;15:36:15;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40169;40169;DURANDÉ;168;13;VEREADOR;6581;21;3;6581;21;5565;1016;4966;87;179;333;0;02/10/2016;18:43:24;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41998;41998;CAETÉ;56;11;PREFEITO;33606;100;2;33606;100;27682;5924;25217;798;1667;0;0;02/10/2016;18:29:28;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41408;41408;PONTO CHIQUE;50;11;PREFEITO;3883;13;4;3883;13;3341;542;2089;29;132;0;0;10/11/2016;13:57:19;N;1091
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46876;46876;ITURAMA;142;13;VEREADOR;29212;83;0;29212;83;24581;4631;22691;328;475;1087;0;17/02/2017;15:34:16;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;48593;48593;MONTE BELO;307;11;PREFEITO;10807;31;1;10807;31;9077;1730;8521;178;378;0;0;02/10/2016;18:07:46;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49379;49379;PAPAGAIOS;219;11;PREFEITO;11515;31;0;11515;31;10240;1275;9785;112;343;0;0;02/10/2016;19:45:16;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47635;47635;LAVRAS;160;13;VEREADOR;71345;194;7;71345;194;58351;12994;47904;3234;4340;2873;0;27/10/2016;17:52:39;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49298;49298;PAINS;18;11;PREFEITO;6755;22;1;6755;22;5965;790;3071;70;2824;0;0;06/12/2016;13:46:21;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;48135;48135;MATEUS LEME;172;13;VEREADOR;23368;65;10;23368;65;19230;4138;16079;816;1276;1059;0;02/10/2016;20:03:26;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40380;40380;LONTRA;255;11;PREFEITO;7981;22;2;7981;22;6481;1500;3188;59;3234;0;0;18/11/2016;17:48:35;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46094;46094;ILICÍNEA;43;11;PREFEITO;9686;25;0;9686;25;8324;1362;7884;190;250;0;0;02/10/2016;18:50:44;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;43796;43796;CORDISLÂNDIA;253;11;PREFEITO;2683;12;0;2683;12;2545;138;2444;26;75;0;0;06/12/2016;16:51:13;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41750;41750;BRAÚNAS;176;11;PREFEITO;4385;19;1;4385;19;3756;629;3508;42;206;0;0;02/10/2016;20:14:27;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41238;41238;BELO HORIZONTE;29;11;PREFEITO;103874;234;0;103874;234;81417;22457;62737;6021;12659;0;0;05/12/2016;16:16:31;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45233;45233;FORMOSO;324;11;PREFEITO;6012;21;1;6012;21;5303;709;5020;39;244;0;0;02/10/2016;20:57:22;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41599;41599;BOM SUCESSO;46;13;VEREADOR;15353;47;2;15353;47;12411;2942;10833;355;313;910;0;02/10/2016;18:26:43;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;43290;43290;CLARO DOS POÇÕES;184;13;VEREADOR;6877;32;1;6877;32;6462;415;5912;65;112;373;0;02/10/2016;19:39:31;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47198;47198;JOAÍMA;149;11;PREFEITO;11198;37;3;11198;37;7971;3227;7225;129;617;0;0;02/10/2016;20:14:27;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;43710;43710;CONTAGEM;313;11;PREFEITO;101284;272;9;101284;272;83041;18243;62653;7167;13221;0;0;21/11/2016;17:35:37;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;51098;51098;RIO PARANAÍBA;236;11;PREFEITO;10098;32;3;10098;32;8349;1749;7653;248;448;0;0;02/10/2016;19:05:42;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41297;41297;BERILO;177;11;PREFEITO;9689;38;3;9689;38;6573;3116;6153;96;324;0;0;02/10/2016;20:03:30;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;54070;54070;UNAÍ;280;11;PREFEITO;60274;181;2;60274;181;49191;11083;46131;958;2102;0;0;01/12/2016;14:13:50;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41106;41106;NATALÂNDIA;329;11;PREFEITO;3021;10;0;3021;10;2671;350;2572;18;81;0;0;02/10/2016;18:17:02;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44679;44679;DORESÓPOLIS;220;13;VEREADOR;1975;5;1;1975;5;1786;189;1643;21;42;80;0;02/10/2016;18:51:50;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;48194;48194;MATO VERDE;180;11;PREFEITO;10656;33;2;10656;33;9026;1630;8518;124;384;0;0;17/11/2016;14:06:17;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;53996;53996;UBAÍ;50;11;PREFEITO;9261;42;2;9261;42;7521;1740;7111;100;310;0;0;02/10/2016;19:27:30;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41238;41238;BELO HORIZONTE;30;11;PREFEITO;109449;270;2;109449;270;84274;25175;66469;5574;12231;0;0;05/12/2016;16:16:31;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40509;40509;NOVO ORIENTE DE MINAS;269;13;VEREADOR;9071;25;1;9071;25;6470;2601;5515;88;247;620;0;02/10/2016;23:06:33;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;43079;43079;CATAS ALTAS DA NORUEGA;88;11;PREFEITO;3685;13;1;3685;13;3377;308;3193;39;145;0;0;02/10/2016;19:39:17;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;48313;48313;MERCÊS;289;11;PREFEITO;8472;27;0;8472;27;7157;1315;2630;174;4353;0;0;02/10/2016;17:51:12;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42501;42501;VARJÃO DE MINAS;210;13;VEREADOR;5750;18;0;5750;18;5198;552;4791;62;56;289;0;02/10/2016;19:45:16;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49379;49379;PAPAGAIOS;219;13;VEREADOR;11515;31;0;11515;31;10240;1275;9419;124;180;517;0;02/10/2016;19:45:16;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50334;50334;POÇO FUNDO;221;13;VEREADOR;12795;34;0;12795;34;11059;1736;9721;354;300;684;0;02/10/2016;17:49:53;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50539;50539;PRADOS;228;11;PREFEITO;6831;21;2;6831;21;6023;808;5530;174;319;0;0;02/10/2016;18:09:34;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40444;40444;MATIAS CARDOSO;166;11;PREFEITO;6739;22;1;6739;22;5537;1202;3011;48;2478;0;0;24/11/2016;18:08:39;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44652;44652;DORES DO TURVO;261;11;PREFEITO;5197;17;1;5197;17;4782;415;4600;30;152;0;0;31/10/2016;14:23:29;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41416;41416;BOA ESPERANÇA;43;11;PREFEITO;31445;85;0;31445;85;25178;6267;22495;1021;1662;0;0;02/10/2016;18:24:33;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47236;47236;JOÃO MONLEVADE;150;13;VEREADOR;59077;191;4;59077;191;47085;11992;38908;2337;2956;2884;0;03/11/2016;14:01:15;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;51799;51799;SANTANA DO RIACHO;143;11;PREFEITO;5146;18;1;5146;18;4402;744;4145;91;166;0;0;02/10/2016;19:51:17;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41360;41360;PINGO D'ÁGUA;72;11;PREFEITO;4363;12;0;4363;12;3700;663;3480;47;173;0;0;02/10/2016;19:39:16;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47430;47430;LAGOA DA PRATA;156;11;PREFEITO;34614;96;1;34614;96;28478;6136;26041;921;1516;0;0;21/11/2016;16:29:12;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40428;40428;MATA VERDE;9;11;PREFEITO;6232;23;1;6232;23;5537;695;5239;41;257;0;0;02/10/2016;19:39:16;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42196;42196;CAMPESTRE;62;13;VEREADOR;16407;56;2;16407;56;13804;2603;11719;615;499;971;0;02/10/2016;17:50:07;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41238;41238;BELO HORIZONTE;27;11;PREFEITO;93333;213;0;93333;213;74919;18414;58971;5574;10374;0;0;05/12/2016;16:16:31;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44571;44571;DONA EUSÉBIA;79;13;VEREADOR;5393;18;1;5393;18;4967;426;4560;62;86;259;0;02/10/2016;19:12:46;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40819;40819;ARCEBURGO;182;11;PREFEITO;7345;21;0;7345;21;6408;937;5968;115;325;0;0;02/10/2016;18:09:36;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42293;42293;CAMPOS ALTOS;327;11;PREFEITO;10511;32;0;10511;32;8235;2276;7632;220;383;0;0;02/10/2016;18:09:23;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44954;44954;ESTRELA DO SUL;110;13;VEREADOR;6012;20;1;6012;20;5261;751;4835;61;123;242;0;24/11/2016;13:34:36;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;53295;53295;SERRA AZUL DE MINAS;262;13;VEREADOR;3834;10;0;3834;10;2920;914;2440;56;154;270;0;02/10/2016;19:39:57;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;51594;51594;SANTA MARIA DE ITABIRA;132;13;VEREADOR;8718;25;1;8718;25;7049;1669;5865;190;404;590;0;31/10/2016;14:02:39;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50598;50598;PRATINHA;126;11;PREFEITO;2888;10;0;2888;10;2582;306;2451;31;100;0;0;02/10/2016;18:50:45;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47490;47490;LAGOA FORMOSA;330;11;PREFEITO;13727;50;2;13727;50;12635;1092;12220;141;274;0;0;02/10/2016;19:39:52;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40517;40517;ANDRADAS;13;11;PREFEITO;29128;92;1;29128;92;23724;5404;19244;1655;2825;0;0;02/10/2016;18:43:28;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47732;47732;LUMINÁRIAS;160;11;PREFEITO;4413;12;0;4413;12;3893;520;3666;60;167;0;0;03/11/2016;13:00:42;N;0
