DATA_GERACAO;HORA_GERACAO;ANO_ELEICAO;NUM_TURNO;DESCRICAO_ELEICAO;SIGLA_UF;SIGLA_UE;CODIGO_MUNICIPIO;NOME_MUNICIPIO;NUMERO_ZONA;CODIGO_CARGO;DESCRICAO_CARGO;QTD_APTOS;QTD_SECOES;QTD_SECOES_AGREGADAS;QTD_APTOS_TOT;QTD_SECOES_TOT;QTD_COMPARECIMENTO;QTD_ABSTENCOES;QTD_VOTOS_NOMINAIS;QTD_VOTOS_BRANCOS;QTD_VOTOS_NULOS;QTD_VOTOS_LEGENDA;QTD_VOTOS_ANULADOS_APU_SEP;DATA_ULT_TOTALIZACAO;HORA_ULT_TOTALIZACAO;TRANSITO;QTD_VOTOS_ANULADOS
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41823;41823;CANTAGALO;212;13;VEREADOR;3941;11;2;3941;11;3400;541;3034;48;78;240;0;02/10/2016;18:25:03;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;43699;43699;CONSOLAÇÃO;205;11;PREFEITO;1883;6;1;1883;6;1726;157;1676;15;35;0;0;02/10/2016;18:15:33;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;43710;43710;CONTAGEM;92;11;PREFEITO;91051;260;0;91051;260;72343;18708;55717;4679;11947;0;0;21/11/2016;17:35:37;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42439;42439;CAPELA NOVA;68;13;VEREADOR;4356;16;3;4356;16;4011;345;3598;85;115;213;0;02/10/2016;20:03:27;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;54097;54097;URUCÂNIA;339;11;PREFEITO;8644;25;1;8644;25;7163;1481;6557;137;469;0;0;02/10/2016;18:52:11;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42366;42366;SÃO SEBASTIÃO DO ANTA;128;11;PREFEITO;5505;15;0;5505;15;4692;813;4493;45;154;0;0;02/10/2016;18:52:00;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42285;42285;JENIPAPO DE MINAS;177;11;PREFEITO;5942;18;1;5942;18;4061;1881;3796;42;223;0;0;25/11/2016;17:40:24;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40061;40061;CAPITÃO ANDRADE;138;13;VEREADOR;4239;13;1;4239;13;3540;699;3237;20;59;224;0;02/10/2016;18:24:57;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42552;42552;CAPITÓLIO;220;13;VEREADOR;7439;20;2;7439;20;6258;1181;5646;117;161;334;0;02/10/2016;19:19:48;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;52450;52450;SÃO JOÃO DA MATA;265;11;PREFEITO;3223;9;0;3223;9;2962;261;2856;28;78;0;0;02/10/2016;18:26:00;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;54135;54135;VARGINHA;281;11;PREFEITO;98489;278;7;98489;278;81552;16937;73108;3186;5258;0;0;02/10/2016;18:36:02;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;51977;51977;SANTO ANTÔNIO DO AMPARO;46;11;PREFEITO;13795;41;3;13795;41;11695;2100;10437;467;791;0;0;08/02/2017;16:14:01;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41530;41530;BOM JESUS DO AMPARO;22;11;PREFEITO;4883;18;1;4883;18;4422;461;4096;65;261;0;0;02/10/2016;19:05:37;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40703;40703;SÃO JOÃO DA LAGOA;94;13;VEREADOR;4795;17;1;4795;17;4141;654;3757;51;62;271;0;02/10/2016;20:57:22;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;52132;52132;SANTOS DUMONT;250;11;PREFEITO;39074;125;6;39074;125;31463;7611;27312;1254;2897;0;0;02/10/2016;19:06:02;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41033;41033;BANDEIRA;9;13;VEREADOR;4544;14;1;4544;14;3835;709;3392;37;88;318;0;28/10/2016;15:04:18;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50814;50814;RECREIO;161;11;PREFEITO;7897;28;8;7897;28;6766;1131;6428;77;261;0;0;02/10/2016;18:34:20;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45519;45519;GOUVEIA;101;11;PREFEITO;10740;30;2;10740;30;8733;2007;8069;194;470;0;0;02/10/2016;20:03:27;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44334;44334;DIOGO DE VASCONCELOS;171;11;PREFEITO;3501;12;5;3501;12;3276;225;3029;37;210;0;0;02/10/2016;20:03:28;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47856;47856;MANGA;166;13;VEREADOR;16333;62;1;16333;62;12528;3805;9287;141;2263;837;0;12/12/2016;14:51:40;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40053;40053;ABRE CAMPO;2;11;PREFEITO;10125;34;2;10125;34;9229;896;8615;175;439;0;0;02/10/2016;19:06:31;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40916;40916;ASTOLFO DUTRA;79;13;VEREADOR;11033;35;2;11033;35;9485;1548;8684;141;168;492;0;02/10/2016;19:33:22;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;51772;51772;SANTANA DO MANHUAÇU;167;11;PREFEITO;7209;21;0;7209;21;6118;1091;5817;58;243;0;0;24/04/2018;13:44:39;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47279;47279;JOAQUIM FELÍCIO;54;13;VEREADOR;3314;16;0;3314;16;3010;304;2742;14;71;183;0;23/11/2017;17:05:52;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40940;40940;JUVENÍLIA;342;13;VEREADOR;5743;21;0;5743;21;4711;1032;4318;29;141;223;0;02/10/2016;19:26:36;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41866;41866;CATUTI;226;11;PREFEITO;4301;16;1;4301;16;3637;664;3425;31;181;0;0;02/10/2016;20:03:27;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40193;40193;ÁGUAS VERMELHAS;213;13;VEREADOR;10489;29;0;10489;29;8070;2419;7061;85;427;497;0;28/10/2016;12:23:16;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40851;40851;AREADO;19;13;VEREADOR;11607;34;1;11607;34;9586;2021;8325;315;281;665;0;02/10/2016;17:49:01;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45756;45756;GUIDOVAL;275;13;VEREADOR;5894;24;2;5894;24;5502;392;4917;97;179;309;0;03/11/2016;16:39:22;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40002;40002;ALFREDO VASCONCELOS;25;13;VEREADOR;5440;17;1;5440;17;4873;567;4362;104;172;235;0;02/10/2016;18:42:24;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46736;46736;ITATIAIUÇU;140;13;VEREADOR;9438;28;1;9438;28;8103;1335;7013;164;361;565;0;16/12/2016;08:24:46;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;52655;52655;SÃO JOSÉ DO DIVINO;136;13;VEREADOR;3337;10;5;3337;10;2923;414;2654;19;109;141;0;02/10/2016;18:26:21;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42730;42730;CARLOS CHAGAS;73;11;PREFEITO;16806;51;3;16806;51;12379;4427;11509;181;689;0;0;02/10/2016;19:27:00;N;0
03/05/2018;13:13:28;2016;2;ELEIÇÕES MUNICIPAIS 2016;MG;41238;41238;BELO HORIZONTE;28;11;PREFEITO;108024;244;3;108024;244;85300;22724;68287;4338;12675;0;0;30/10/2016;20:37:38;N;0
03/05/2018;13:13:28;2016;2;ELEIÇÕES MUNICIPAIS 2016;MG;43710;43710;CONTAGEM;90;11;PREFEITO;126694;338;3;126694;338;102523;24171;89126;3369;10028;0;0;30/10/2016;19:17:02;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÃO SUPLEMENTAR STA. RITA DE MINAS;MG;40665;40665;SANTA RITA DE MINAS;71;11;PREFEITO;5907;18;1;5907;18;4820;1087;4618;53;149;0;0;02/07/2017;17:55:26;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41238;41238;BELO HORIZONTE;334;13;VEREADOR;129108;286;5;129108;286;103185;25923;73018;9912;13446;6809;0;12/12/2017;11:00:47;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41491;41491;BOM JARDIM DE MINAS;14;11;PREFEITO;5874;20;4;5874;20;5220;654;5026;50;144;0;0;02/10/2016;19:45:16;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47732;47732;LUMINÁRIAS;160;13;VEREADOR;4413;12;0;4413;12;3893;520;3473;60;71;289;0;02/10/2016;18:51:52;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44318;44318;DIAMANTINA;101;11;PREFEITO;36215;116;13;36215;116;27765;8450;24992;915;1858;0;0;02/10/2016;19:06:45;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45977;45977;IBITIÚRA DE MINAS;13;11;PREFEITO;3146;11;0;3146;11;2996;150;2898;20;78;0;0;02/10/2016;18:24:55;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;43990;43990;CÓRREGO NOVO;72;13;VEREADOR;3234;12;3;3234;12;3010;224;2709;29;47;225;0;02/10/2016;19:19:46;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;51179;51179;RIO PRETO;240;11;PREFEITO;5210;17;5;5210;17;4435;775;4130;56;249;0;0;02/10/2016;18:35:12;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;53473;53473;SILVIANÓPOLIS;265;11;PREFEITO;4879;20;0;4879;20;4201;678;3896;106;199;0;0;02/10/2016;17:58:51;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40720;40720;SÃO JOÃO DO MANHUAÇU;167;13;VEREADOR;8711;24;0;8711;24;7787;924;7211;76;122;378;0;22/11/2016;17:02:26;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42005;42005;CURRAL DE DENTRO;266;11;PREFEITO;6159;17;1;6159;17;4958;1201;4695;50;213;0;0;02/10/2016;19:33:54;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47333;47333;JUIZ DE FORA;153;13;VEREADOR;75390;207;2;75390;207;62548;12842;48679;3450;5925;4494;0;14/12/2017;16:46:11;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50415;50415;PONTE NOVA;224;11;PREFEITO;43215;142;11;43215;142;36171;7044;32619;1213;2339;0;0;30/11/2016;15:30:15;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42234;42234;CAMPO BELO;64;13;VEREADOR;39725;117;1;39725;117;32048;7677;27587;1322;1433;1706;0;28/11/2016;16:45:20;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45853;45853;IAPU;128;11;PREFEITO;8535;25;0;8535;25;7232;1303;6902;76;254;0;0;02/10/2016;19:12:44;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46612;46612;ITANHANDU;137;11;PREFEITO;12050;31;0;12050;31;10152;1898;9605;175;372;0;0;02/10/2016;17:41:51;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42447;42447;UNIÃO DE MINAS;142;13;VEREADOR;2932;11;1;2932;11;2760;172;2642;6;22;90;0;02/10/2016;18:59:47;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40584;40584;PONTO DOS VOLANTES;15;11;PREFEITO;8794;28;1;8794;28;6891;1903;6348;79;464;0;0;02/10/2016;19:06:36;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;53759;53759;TIRADENTES;256;11;PREFEITO;6350;23;3;6350;23;5622;728;2648;128;2846;0;0;19/10/2016;17:25:33;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41548;41548;SÃO DOMINGOS DAS DORES;128;11;PREFEITO;4834;19;1;4834;19;4610;224;4452;49;109;0;0;02/10/2016;18:52:21;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;43591;43591;CONGONHAS;85;11;PREFEITO;40231;114;2;40231;114;35568;4663;31596;1374;2598;0;0;02/10/2016;18:35:44;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;48275;48275;MEDINA;175;11;PREFEITO;16477;54;1;16477;54;12824;3653;11926;190;708;0;0;03/02/2017;18:27:20;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÃO SUPLEMENTAR ERVÁLIA;MG;44792;44792;ERVÁLIA;107;11;PREFEITO;16411;50;4;16411;50;14079;2332;13314;368;397;0;0;12/03/2017;18:20:25;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40860;40860;UBAPORANGA;71;13;VEREADOR;10278;33;0;10278;33;8513;1765;7608;130;228;547;0;02/10/2016;19:33:41;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45195;45195;FLORESTAL;202;13;VEREADOR;6180;17;2;6180;17;5204;976;4614;105;298;187;0;02/10/2016;18:58:44;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49573;49573;PASSOS;209;11;PREFEITO;79669;239;13;79669;239;64194;15475;56264;3087;4843;0;0;02/10/2016;18:36:38;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;48755;48755;MUNHOZ;53;11;PREFEITO;6065;17;1;6065;17;5345;720;3093;90;2162;0;0;21/06/2017;14:30:48;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46299;46299;IPUIÚNA;345;13;VEREADOR;7769;22;0;7769;22;6882;887;6148;116;129;489;0;02/10/2016;18:35:43;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45330;45330;FRANCISCO SÁ;115;13;VEREADOR;19195;75;14;19195;75;15687;3508;13760;226;470;1231;0;28/11/2016;17:10:06;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41920;41920;CONFINS;215;11;PREFEITO;6126;18;0;6126;18;5517;609;5242;89;186;0;0;02/10/2016;18:17:33;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;54410;54410;VISCONDE DO RIO BRANCO;284;13;VEREADOR;30058;96;14;30058;96;25725;4333;22353;782;1137;1453;0;26/10/2017;16:46:20;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42366;42366;SÃO SEBASTIÃO DO ANTA;128;13;VEREADOR;5505;15;0;5505;15;4692;813;4275;38;121;258;0;19/04/2017;14:44:48;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49158;49158;ONÇA DE PITANGUI;202;13;VEREADOR;3289;12;2;3289;12;3020;269;2806;34;41;139;0;02/10/2016;18:59:15;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;48852;48852;NANUQUE;190;13;VEREADOR;31168;101;11;31168;101;22378;8790;19980;411;582;1405;0;02/10/2016;19:07:05;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40096;40096;AÇUCENA;3;11;PREFEITO;8883;26;14;8883;26;6606;2277;6117;134;355;0;0;02/10/2016;18:59:05;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40207;40207;FERVEDOURO;69;11;PREFEITO;8644;25;8;8644;25;7232;1412;6774;108;350;0;0;02/10/2016;19:13:34;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49450;49450;PARAISÓPOLIS;205;13;VEREADOR;16251;46;1;16251;46;13298;2953;11379;478;573;868;0;02/10/2016;18:36:00;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40908;40908;VARGEM ALEGRE;72;13;VEREADOR;6699;19;1;6699;19;5292;1407;4546;67;321;358;0;11/11/2016;17:26:33;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50750;50750;QUELUZITO;88;11;PREFEITO;2411;8;2;2411;8;2215;196;1371;33;811;0;0;08/11/2016;15:22:34;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40991;40991;BALDIM;264;13;VEREADOR;7009;23;3;7009;23;5972;1037;5432;71;128;341;0;02/10/2016;21:02:18;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;43850;43850;COROMANDEL;96;11;PREFEITO;23450;72;5;23450;72;19709;3741;18811;251;647;0;0;02/10/2016;18:58:25;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49271;49271;PAINEIRAS;1;11;PREFEITO;4224;15;3;4224;15;3649;575;3499;52;98;0;0;02/10/2016;18:51:36;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40231;40231;AIURUOCA;6;13;VEREADOR;5203;19;3;5203;19;4110;1093;3549;109;160;292;0;02/10/2016;18:51:40;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40614;40614;ANTÔNIO PRADO DE MINAS;111;11;PREFEITO;1941;6;1;1941;6;1827;114;1792;6;29;0;0;02/10/2016;17:49:55;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46531;46531;ITAMBACURI;136;11;PREFEITO;18485;60;14;18485;60;13630;4855;12563;202;865;0;0;02/10/2016;19:12:40;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44555;44555;DOM VIÇOSO;75;11;PREFEITO;2861;9;0;2861;9;2599;262;2419;37;143;0;0;02/10/2016;18:35:35;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40088;40088;CARNEIRINHO;142;13;VEREADOR;7760;24;2;7760;24;7069;691;6529;48;153;339;0;17/02/2017;15:47:27;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42633;42633;CARANDAÍ;68;11;PREFEITO;19808;61;6;19808;61;17607;2201;16449;434;724;0;0;28/11/2016;12:50:24;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40371;40371;ALPINÓPOLIS;10;11;PREFEITO;15264;43;2;15264;43;12910;2354;12120;250;540;0;0;02/10/2016;17:51:05;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41238;41238;BELO HORIZONTE;36;11;PREFEITO;96996;231;2;96996;231;76662;20334;58519;5938;12205;0;0;05/12/2016;16:16:31;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;46779;46779;ITAVERAVA;88;13;VEREADOR;5754;17;4;5754;17;5088;666;4405;114;250;319;0;02/10/2016;19:06:12;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49832;49832;PEDRINÓPOLIS;291;13;VEREADOR;3158;11;0;3158;11;2840;318;2654;21;30;135;0;02/10/2016;18:16:28;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;47210;47210;JOANÉSIA;176;11;PREFEITO;5078;22;1;5078;22;4239;839;3938;64;237;0;0;15/05/2017;14:15:25;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49115;49115;OLIVEIRA;197;11;PREFEITO;32489;101;5;32489;101;26956;5533;24232;901;1823;0;0;02/10/2016;18:59:01;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50873;50873;RESSAQUINHA;25;13;VEREADOR;4135;14;5;4135;14;3808;327;3493;51;87;177;0;02/10/2016;19:33:41;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45497;45497;GONZAGA;283;13;VEREADOR;4827;17;1;4827;17;3802;1025;3337;69;146;250;0;02/10/2016;20:36:02;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;53511;53511;SIMONÉSIA;167;13;VEREADOR;15005;53;5;15005;53;12568;2437;10905;325;348;990;0;22/11/2016;17:12:31;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50830;50830;RESENDE COSTA;232;11;PREFEITO;9004;32;1;9004;32;7665;1339;6994;208;463;0;0;02/10/2016;17:51:26;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;52736;52736;SÃO LOURENÇO;259;13;VEREADOR;33042;95;2;33042;95;26615;6427;23502;819;1155;1139;0;02/10/2016;19:06:58;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40150;40150;AGUANIL;64;11;PREFEITO;4081;12;1;4081;12;3646;435;3454;54;138;0;0;02/10/2016;18:42:26;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45918;45918;IBIAÍ;94;13;VEREADOR;6606;20;1;6606;20;5396;1210;4648;48;357;343;0;29/11/2016;15:25:14;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42056;42056;CALDAS;57;13;VEREADOR;11097;41;3;11097;41;9550;1547;8381;236;381;552;0;18/10/2016;17:47:03;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;40568;40568;PERIQUITO;318;13;VEREADOR;6582;20;1;6582;20;5259;1323;4789;55;135;280;0;03/11/2016;15:33:32;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50717;50717;PRUDENTE DE MORAIS;174;13;VEREADOR;7333;25;1;7333;25;6844;489;5985;225;257;377;0;02/10/2016;19:39:16;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41238;41238;BELO HORIZONTE;332;11;PREFEITO;101980;228;4;101980;228;79534;22446;62522;5499;11513;0;0;05/12/2016;16:16:31;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;42161;42161;GOIANÁ;235;11;PREFEITO;3952;12;0;3952;12;3291;661;3060;45;186;0;0;02/10/2016;18:24:28;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41076;41076;BARÃO DE COCAIS;22;13;VEREADOR;23225;68;1;23225;68;19547;3678;17313;555;507;1172;0;02/10/2016;18:34:56;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;44210;44210;DELFIM MOREIRA;134;13;VEREADOR;6773;21;5;6773;21;5696;1077;5120;105;124;347;0;20/10/2016;17:12:00;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;43770;43770;CORDISBURGO;206;13;VEREADOR;7238;24;0;7238;24;5945;1293;5357;88;148;352;0;02/10/2016;18:52:17;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50350;50350;POÇOS DE CALDAS;350;11;PREFEITO;65314;199;1;65314;199;50850;14464;42855;2694;5301;0;0;01/11/2016;16:33:36;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;49336;49336;PALMA;201;11;PREFEITO;5437;18;0;5437;18;4783;654;4616;39;128;0;0;02/10/2016;18:07:11;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45950;45950;IBIRITÉ;288;13;VEREADOR;47127;126;5;47127;126;40173;6954;33362;1959;2651;2201;0;04/11/2016;18:04:24;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45519;45519;GOUVEIA;101;13;VEREADOR;10740;30;2;10740;30;8733;2007;7895;193;197;448;0;02/10/2016;20:03:27;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;52094;52094;SANTO ANTÔNIO DO RIO ABAIXO;83;13;VEREADOR;2033;8;1;2033;8;1916;117;1740;22;67;87;0;02/10/2016;18:26:36;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;50954;50954;RIO ACIMA;194;13;VEREADOR;8122;23;0;8122;23;7320;802;6601;114;238;367;0;12/12/2016;17:51:42;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45136;45136;FELIXLÂNDIA;100;11;PREFEITO;11986;36;0;11986;36;9568;2418;6814;200;2554;0;0;23/11/2016;14:10:11;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;43214;43214;CHAPADA DO NORTE;177;11;PREFEITO;10223;38;5;10223;38;7150;3073;6671;56;423;0;0;02/10/2016;21:59:32;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;53236;53236;SENHORA DOS REMÉDIOS;25;11;PREFEITO;7898;29;2;7898;29;7024;874;6552;94;378;0;0;13/07/2017;16:39:58;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;41513;41513;BOM JESUS DA PENHA;195;13;VEREADOR;3388;11;0;3388;11;2884;504;2568;106;86;124;0;02/10/2016;17:58:19;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;53694;53694;TEIXEIRAS;268;11;PREFEITO;10321;38;10;10321;38;8787;1534;8244;123;420;0;0;02/10/2016;18:00:22;N;0
03/05/2018;13:13:28;2016;1;ELEIÇÕES MUNICIPAIS 2016;MG;45373;45373;FREI INOCÊNCIO;119;11;PREFEITO;7219;26;0;7219;26;5842;1377;5558;66;218;0;0;02/10/2016;19:51:17;N;0
